GEO_ID,NAME,GEO_ID_F,NAICS2017,INDGROUP,NAICS2017_F,NAICS2017_LABEL,SECTOR,SUBSECTOR,INDLEVEL,YEAR,RCPTOT,RCPTOT_S,PAYANN,PAYQTR1,EMP,EMPQ1PW,PAYANN_IMP,EMP_IMP
0100000US,United States,null,311211,3112,null,Flour milling,31,311,6,2018,12386440,0.1,750526,184793,12879,9973,40% to less than 50%,40% to less than 50%
0100000US,United States,null,311211,3112,null,Flour milling,31,311,6,2019,12704645,0.9,775255,188905,12212,9007,40% to less than 50%,50% to less than 60%
0100000US,United States,null,311212,3112,null,Rice milling,31,311,6,2018,3731579,1.5,282357,66274,5882,4327,30% to less than 40%,20% to less than 30%
0100000US,United States,null,311212,3112,null,Rice milling,31,311,6,2019,3925965,1.1,274182,67240,5415,4207,40% to less than 50%,30% to less than 40%
0100000US,United States,null,311213,3112,null,Malt manufacturing,31,311,6,2018,1242754,0.1,64572,16712,983,701,10% to less than 20%,10% to less than 20%
0100000US,United States,null,311213,3112,null,Malt manufacturing,31,311,6,2019,1123564,1.7,63350,17564,925,622,0% to less than 10%,20% to less than 30%
0100000US,United States,null,31122,3112,null,Starch and vegetable fats and oils manufacturing,31,311,5,2018,57301743,0.2,1404075,345629,21161,15514,10% to less than 20%,10% to less than 20%
0100000US,United States,null,31122,3112,null,Starch and vegetable fats and oils manufacturing,31,311,5,2019,54061476,0.1,1496599,378837,21842,16175,50% to less than 60%,30% to less than 40%
0100000US,United States,null,311221,3112,null,Wet corn milling,31,311,6,2018,10204049,0.1,512015,129294,6223,4026,20% to less than 30%,10% to less than 20%
0100000US,United States,null,311221,3112,null,Wet corn milling,31,311,6,2019,10013478,0.1,542624,144984,6322,4085,60% to less than 70%,30% to less than 40%
0100000US,United States,null,311224,3112,null,Soybean and other oilseed processing,31,311,6,2018,37863862,0.3,534431,128610,8646,6485,10% to less than 20%,10% to less than 20%
0100000US,United States,null,311224,3112,null,Soybean and other oilseed processing,31,311,6,2019,34930367,0.1,571897,140030,9372,7281,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311225,3112,null,Fats and oils refining and blending,31,311,6,2018,9233832,0.1,357630,87724,6292,5004,20% to less than 30%,20% to less than 30%
0100000US,United States,null,311225,3112,null,Fats and oils refining and blending,31,311,6,2019,9117630,0.3,382078,93823,6148,4809,50% to less than 60%,40% to less than 50%
0100000US,United States,null,31123,3112,null,Breakfast cereal manufacturing,31,311,5,2018,10302026,0.1,856807,219071,12573,10911,60% to less than 70%,50% to less than 60%
0100000US,United States,null,31123,3112,null,Breakfast cereal manufacturing,31,311,5,2019,10085401,0.6,842678,214023,11099,9237,0% to less than 10%,10% to less than 20%
0100000US,United States,null,311230,3112,null,Breakfast cereal manufacturing,31,311,6,2018,10302026,0.1,856807,219071,12573,10911,60% to less than 70%,50% to less than 60%
0100000US,United States,null,311230,3112,null,Breakfast cereal manufacturing,31,311,6,2019,10085401,0.6,842678,214023,11099,9237,0% to less than 10%,10% to less than 20%
0100000US,United States,null,3113,3113,null,Sugar and confectionery product manufacturing,31,311,4,2018,37529887,0.1,3902989,947231,82472,63406,30% to less than 40%,50% to less than 60%
0100000US,United States,null,3113,3113,null,Sugar and confectionery product manufacturing,31,311,4,2019,38868977,0.8,3985859,1001765,81255,62588,30% to less than 40%,50% to less than 60%
0100000US,United States,null,31131,3113,null,Sugar manufacturing,31,311,5,2018,10527211,0.1,790039,201516,13716,11362,40% to less than 50%,40% to less than 50%
0100000US,United States,null,31131,3113,null,Sugar manufacturing,31,311,5,2019,10454730,0.2,812694,207842,13705,11491,40% to less than 50%,40% to less than 50%
0100000US,United States,null,311313,3113,null,Beet sugar manufacturing,31,311,6,2018,3805287,0.3,342038,90263,6344,5524,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311313,3113,null,Beet sugar manufacturing,31,311,6,2019,3840502,0.6,355891,91481,6308,5611,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311314,3113,null,Cane sugar manufacturing,31,311,6,2018,6721924,0,448001,111253,7372,5838,50% to less than 60%,40% to less than 50%
0100000US,United States,null,311314,3113,null,Cane sugar manufacturing,31,311,6,2019,6614228,0,456803,116361,7397,5880,50% to less than 60%,50% to less than 60%
0100000US,United States,null,31134,3113,null,Nonchocolate confectionery manufacturing,31,311,5,2018,9976279,0.1,1130842,268410,22837,18092,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31134,3113,null,Nonchocolate confectionery manufacturing,31,311,5,2019,10622228,0.3,1123954,274700,22353,17675,20% to less than 30%,50% to less than 60%
0100000US,United States,null,311340,3113,null,Nonchocolate confectionery manufacturing,31,311,6,2018,9976279,0.1,1130842,268410,22837,18092,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311340,3113,null,Nonchocolate confectionery manufacturing,31,311,6,2019,10622228,0.3,1123954,274700,22353,17675,20% to less than 30%,50% to less than 60%
0100000US,United States,null,31135,3113,null,Chocolate and chocolate confectionery manufacturing,31,311,5,2018,17026397,0.2,1982108,477305,45919,33952,30% to less than 40%,60% to less than 70%
0100000US,United States,null,31135,3113,null,Chocolate and chocolate confectionery manufacturing,31,311,5,2019,17792019,1.7,2049211,519222,45197,33422,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311351,3113,null,Chocolate and confectionery manufacturing from cacao beans,31,311,6,2018,4293393,0.2,483604,116905,8118,6215,30% to less than 40%,70% to less than 80%
0100000US,United States,null,311351,3113,null,Chocolate and confectionery manufacturing from cacao beans,31,311,6,2019,4609031,1.6,495087,134346,8255,6514,50% to less than 60%,60% to less than 70%
0100000US,United States,null,311352,3113,null,Confectionery manufacturing from purchased chocolate,31,311,6,2018,12733004,0.2,1498504,360400,37801,27737,30% to less than 40%,60% to less than 70%
0100000US,United States,null,311352,3113,null,Confectionery manufacturing from purchased chocolate,31,311,6,2019,13182988,2.2,1554125,384876,36942,26907,20% to less than 30%,50% to less than 60%
0100000US,United States,null,3114,3114,null,Fruit and vegetable preserving and specialty food manufacturing,31,311,4,2018,72910628,0.5,7764787,1901006,158261,132088,30% to less than 40%,40% to less than 50%
0100000US,United States,null,3114,3114,null,Fruit and vegetable preserving and specialty food manufacturing,31,311,4,2019,72528590,0.3,7565360,1848287,154963,129741,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31141,3114,null,Frozen food manufacturing,31,311,5,2018,33063624,1,4071394,985969,88166,74763,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31141,3114,null,Frozen food manufacturing,31,311,5,2019,32394644,0.5,3806410,965108,82672,70292,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311411,3114,null,"Frozen fruit, juice, and vegetable manufacturing",31,311,6,2018,12341323,0.5,1257350,291070,28018,23968,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311411,3114,null,"Frozen fruit, juice, and vegetable manufacturing",31,311,6,2019,12628357,0.6,1236832,297561,26784,22687,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311412,3114,null,Frozen specialty food manufacturing,31,311,6,2018,20722300,1.6,2814044,694899,60148,50795,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311412,3114,null,Frozen specialty food manufacturing,31,311,6,2019,19766288,0.8,2569578,667547,55887,47605,40% to less than 50%,50% to less than 60%
0100000US,United States,null,31142,3114,null,"Fruit and vegetable canning, pickling, and drying",31,311,5,2018,39847004,0.3,3693392,915038,70096,57326,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31142,3114,null,"Fruit and vegetable canning, pickling, and drying",31,311,5,2019,40133946,0.3,3758950,883179,72292,59449,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311421,3114,null,Fruit and vegetable canning,31,311,6,2018,25485944,0.4,2391147,551559,44530,36575,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311421,3114,null,Fruit and vegetable canning,31,311,6,2019,25280171,0.5,2430882,541042,45318,37488,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311422,3114,null,Specialty canning,31,311,6,2018,7674523,0.2,563628,186401,10352,8597,40% to less than 50%,50% to less than 60%
0100000US,United States,null,311422,3114,null,Specialty canning,31,311,6,2019,8250605,0.2,614571,163881,11746,9621,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311423,3114,null,Dried and dehydrated food manufacturing,31,311,6,2018,6686537,0.5,738618,177078,15213,12154,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311423,3114,null,Dried and dehydrated food manufacturing,31,311,6,2019,6603171,0.6,713497,178256,15227,12340,10% to less than 20%,30% to less than 40%
0100000US,United States,null,3115,3115,null,Dairy product manufacturing,31,311,4,2018,117489124,0.3,8079496,2072807,149633,111794,40% to less than 50%,40% to less than 50%
0100000US,United States,null,3115,3115,null,Dairy product manufacturing,31,311,4,2019,122059508,0.8,8282807,2099139,149282,111627,40% to less than 50%,40% to less than 50%
0100000US,United States,null,31151,3115,null,Dairy product (except frozen) manufacturing,31,311,5,2018,109150310,0.1,7108739,1831664,129375,95376,40% to less than 50%,40% to less than 50%
0100000US,United States,null,31151,3115,null,Dairy product (except frozen) manufacturing,31,311,5,2019,113939076,0.8,7263434,1841377,128083,94236,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311511,3115,null,Fluid milk manufacturing,31,311,6,2018,37241102,0.2,3138576,814038,55632,34687,50% to less than 60%,50% to less than 60%
0100000US,United States,null,311511,3115,null,Fluid milk manufacturing,31,311,6,2019,38185509,0.3,3146143,804007,55254,34254,50% to less than 60%,50% to less than 60%
0100000US,United States,null,311512,3115,null,Creamery butter manufacturing,31,311,6,2018,7070513,0.1,216392,53085,3718,3141,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311512,3115,null,Creamery butter manufacturing,31,311,6,2019,7154917,0.1,219678,54851,3765,3147,20% to less than 30%,20% to less than 30%
0100000US,United States,null,311513,3115,null,Cheese manufacturing,31,311,6,2018,47630519,0.2,2768666,708408,53331,44833,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311513,3115,null,Cheese manufacturing,31,311,6,2019,51536790,1.8,2915195,721133,52338,44020,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311514,3115,null,"Dry, condensed, and evaporated dairy product manufacturing",31,311,6,2018,17208177,0.2,985104,256133,16693,12716,40% to less than 50%,50% to less than 60%
0100000US,United States,null,311514,3115,null,"Dry, condensed, and evaporated dairy product manufacturing",31,311,6,2019,17061860,0.7,982418,261386,16726,12815,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31152,3115,null,Ice cream and frozen dessert manufacturing,31,311,5,2018,8338813,4.6,970757,241143,20258,16418,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31152,3115,null,Ice cream and frozen dessert manufacturing,31,311,5,2019,8120431,0.6,1019374,257762,21199,17391,50% to less than 60%,70% to less than 80%
0100000US,United States,null,311520,3115,null,Ice cream and frozen dessert manufacturing,31,311,6,2018,8338813,4.6,970757,241143,20258,16418,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311520,3115,null,Ice cream and frozen dessert manufacturing,31,311,6,2019,8120431,0.6,1019374,257762,21199,17391,50% to less than 60%,70% to less than 80%
0100000US,United States,null,3116,3116,null,Animal slaughtering and processing,31,311,4,2018,215808363,0.1,19940086,4807063,498207,437701,20% to less than 30%,30% to less than 40%
0100000US,United States,null,3116,3116,null,Animal slaughtering and processing,31,311,4,2019,220160989,0.4,20831478,5123519,503907,441977,30% to less than 40%,30% to less than 40%
0100000US,United States,null,31161,3116,null,Animal slaughtering and processing,31,311,5,2018,215808363,0.1,19940086,4807063,498207,437701,20% to less than 30%,30% to less than 40%
0100000US,United States,null,31161,3116,null,Animal slaughtering and processing,31,311,5,2019,220160989,0.4,20831478,5123519,503907,441977,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311611,3116,null,Animal (except poultry) slaughtering,31,311,6,2018,93512927,0.1,6536169,1565062,142841,125967,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311611,3116,null,Animal (except poultry) slaughtering,31,311,6,2019,96486633,0.5,6899051,1683934,145121,128000,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311612,3116,null,Meat processed from carcasses,31,311,6,2018,53250394,0.2,5095611,1239397,114184,95576,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311612,3116,null,Meat processed from carcasses,31,311,6,2019,54305849,1,5331916,1289163,115493,96115,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311613,3116,null,Rendering and meat byproduct processing,31,311,6,2018,4628121,1.1,486736,125533,9022,6610,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311613,3116,null,Rendering and meat byproduct processing,31,311,6,2019,4453182,0.8,524904,129094,9333,6779,40% to less than 50%,50% to less than 60%
0100000US,United States,null,311615,3116,null,Poultry processing,31,311,6,2018,64416921,0.3,7821571,1877071,232160,209549,30% to less than 40%,30% to less than 40%
0100000US,United States,null,311615,3116,null,Poultry processing,31,311,6,2019,64915324,0.5,8075607,2021327,233960,211084,30% to less than 40%,40% to less than 50%
0100000US,United States,null,3117,3117,null,Seafood product preparation and packaging,31,311,4,2018,13461709,0.4,1502636,359669,31304,25995,40% to less than 50%,50% to less than 60%
0100000US,United States,null,3117,3117,null,Seafood product preparation and packaging,31,311,4,2019,13659961,0.8,1556301,384428,32036,26671,30% to less than 40%,40% to less than 50%
0100000US,United States,null,31171,3117,null,Seafood product preparation and packaging,31,311,5,2018,13461709,0.4,1502636,359669,31304,25995,40% to less than 50%,50% to less than 60%
0100000US,United States,null,31171,3117,null,Seafood product preparation and packaging,31,311,5,2019,13659961,0.8,1556301,384428,32036,26671,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311710,3117,null,Seafood product preparation and packaging,31,311,6,2018,13461709,0.4,1502636,359669,31304,25995,40% to less than 50%,50% to less than 60%
0100000US,United States,null,311710,3117,null,Seafood product preparation and packaging,31,311,6,2019,13659961,0.8,1556301,384428,32036,26671,30% to less than 40%,40% to less than 50%
0100000US,United States,null,3118,3118,null,Bakeries and tortilla manufacturing,31,311,4,2018,69365384,0.2,10894072,2677500,264024,200107,20% to less than 30%,50% to less than 60%
0100000US,United States,null,3118,3118,null,Bakeries and tortilla manufacturing,31,311,4,2019,70841573,0.4,11152124,2768436,260393,198904,10% to less than 20%,40% to less than 50%
0100000US,United States,null,31181,3118,null,Bread and bakery product manufacturing,31,311,5,2018,43067835,0.3,7626515,1885608,196675,145223,20% to less than 30%,50% to less than 60%
0100000US,United States,null,31181,3118,null,Bread and bakery product manufacturing,31,311,5,2019,43497296,0.6,7840925,1917285,191537,142890,10% to less than 20%,40% to less than 50%
0100000US,United States,null,311811,3118,null,Retail bakeries,31,311,6,2018,4727667,1,1474053,342663,59088,41322,10% to less than 20%,60% to less than 70%
0100000US,United States,null,311811,3118,null,Retail bakeries,31,311,6,2019,5215028,2.1,1597560,372706,61072,44829,10% to less than 20%,50% to less than 60%
0100000US,United States,null,311812,3118,null,Commercial bakeries,31,311,6,2018,32037945,0.4,5218237,1301900,114214,85249,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311812,3118,null,Commercial bakeries,31,311,6,2019,32105653,0.6,5302578,1313525,108516,80532,10% to less than 20%,30% to less than 40%
0100000US,United States,null,311813,3118,null,"Frozen cakes, pies, and other pastries manufacturing",31,311,6,2018,6302223,0.8,934225,241045,23374,18652,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311813,3118,null,"Frozen cakes, pies, and other pastries manufacturing",31,311,6,2019,6176615,2.4,940787,231053,21949,17528,20% to less than 30%,40% to less than 50%
0100000US,United States,null,31182,3118,null,"Cookie, cracker, and pasta manufacturing",31,311,5,2018,22062927,0.4,2540402,617838,49833,39752,40% to less than 50%,40% to less than 50%
0100000US,United States,null,31182,3118,null,"Cookie, cracker, and pasta manufacturing",31,311,5,2019,22814429,0.6,2538770,669041,49848,39343,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311821,3118,null,Cookie and cracker manufacturing,31,311,6,2018,10744799,0.5,1489418,357047,29412,24272,40% to less than 50%,40% to less than 50%
0100000US,United States,null,311821,3118,null,Cookie and cracker manufacturing,31,311,6,2019,10870816,0.5,1434242,375847,29136,23590,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311824,3118,null,"Dry pasta, dough, and flour mixes manufacturing from purchased flour",31,311,6,2018,11318128,0.7,1050984,260792,20421,15481,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311824,3118,null,"Dry pasta, dough, and flour mixes manufacturing from purchased flour",31,311,6,2019,11943613,1,1104528,293193,20712,15752,20% to less than 30%,40% to less than 50%
0100000US,United States,null,31183,3118,null,Tortilla manufacturing,31,311,5,2018,4234623,0.7,727155,174054,17516,15131,10% to less than 20%,60% to less than 70%
0100000US,United States,null,31183,3118,null,Tortilla manufacturing,31,311,5,2019,4529848,0.6,772429,182111,19008,16671,10% to less than 20%,30% to less than 40%
0100000US,United States,null,311830,3118,null,Tortilla manufacturing,31,311,6,2018,4234623,0.7,727155,174054,17516,15131,10% to less than 20%,60% to less than 70%
0100000US,United States,null,311830,3118,null,Tortilla manufacturing,31,311,6,2019,4529848,0.6,772429,182111,19008,16671,10% to less than 20%,30% to less than 40%
0100000US,United States,null,3119,3119,null,Other food manufacturing,31,311,4,2018,115597688,0.2,10319831,2490884,204830,161845,20% to less than 30%,40% to less than 50%
0100000US,United States,null,3119,3119,null,Other food manufacturing,31,311,4,2019,117652397,0.7,10238203,2526677,198267,155397,20% to less than 30%,40% to less than 50%
0100000US,United States,null,31191,3119,null,Snack food manufacturing,31,311,5,2018,39306282,0.2,2818284,662736,58199,49107,20% to less than 30%,30% to less than 40%
0100000US,United States,null,31191,3119,null,Snack food manufacturing,31,311,5,2019,39516951,0.5,2710199,664531,56397,48245,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311911,3119,null,Roasted nuts and peanut butter manufacturing,31,311,6,2018,14912299,0.2,905382,208839,19583,15111,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311911,3119,null,Roasted nuts and peanut butter manufacturing,31,311,6,2019,14727387,0.8,869709,213176,18941,14846,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311919,3119,null,Other snack food manufacturing,31,311,6,2018,24393983,0.4,1912901,453897,38617,33996,20% to less than 30%,30% to less than 40%
0100000US,United States,null,311919,3119,null,Other snack food manufacturing,31,311,6,2019,24789563,0.6,1840490,451355,37456,33400,10% to less than 20%,20% to less than 30%
0100000US,United States,null,31192,3119,null,Coffee and tea manufacturing,31,311,5,2018,12447557,0.7,972101,249104,17515,12214,30% to less than 40%,60% to less than 70%
0100000US,United States,null,31192,3119,null,Coffee and tea manufacturing,31,311,5,2019,11709169,0.8,989060,247544,17704,12155,30% to less than 40%,60% to less than 70%
0100000US,United States,null,311920,3119,null,Coffee and tea manufacturing,31,311,6,2018,12447557,0.7,972101,249104,17515,12214,30% to less than 40%,60% to less than 70%
0100000US,United States,null,311920,3119,null,Coffee and tea manufacturing,31,311,6,2019,11709169,0.8,989060,247544,17704,12155,30% to less than 40%,60% to less than 70%
0100000US,United States,null,31193,3119,null,Flavoring syrup and concentrate manufacturing,31,311,5,2018,11241110,0.3,494391,119197,7169,4613,30% to less than 40%,50% to less than 60%
0100000US,United States,null,31193,3119,null,Flavoring syrup and concentrate manufacturing,31,311,5,2019,11632748,0.8,497928,116883,7496,4890,40% to less than 50%,60% to less than 70%
0100000US,United States,null,311930,3119,null,Flavoring syrup and concentrate manufacturing,31,311,6,2018,11241110,0.3,494391,119197,7169,4613,30% to less than 40%,50% to less than 60%
0100000US,United States,null,311930,3119,null,Flavoring syrup and concentrate manufacturing,31,311,6,2019,11632748,0.8,497928,116883,7496,4890,40% to less than 50%,60% to less than 70%
0100000US,United States,null,31194,3119,null,Seasoning and dressing manufacturing,31,311,5,2018,22804904,0.5,2389758,586631,39576,29105,10% to less than 20%,30% to less than 40%
0100000US,United States,null,31194,3119,null,Seasoning and dressing manufacturing,31,311,5,2019,23968735,1.7,2442875,613766,40115,28820,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311941,3119,null,"Mayonnaise, dressing, and other prepared sauce manufacturing",31,311,6,2018,9994742,1,1012511,238992,18550,14701,10% to less than 20%,30% to less than 40%
0100000US,United States,null,311941,3119,null,"Mayonnaise, dressing, and other prepared sauce manufacturing",31,311,6,2019,10891765,2.8,1043490,241765,19895,15620,40% to less than 50%,40% to less than 50%
0100000US,United States,null,311942,3119,null,Spice and extract manufacturing,31,311,6,2018,12810162,0.4,1377247,347639,21026,14403,10% to less than 20%,30% to less than 40%
0100000US,United States,null,311942,3119,null,Spice and extract manufacturing,31,311,6,2019,13076970,2.2,1399385,372001,20220,13200,20% to less than 30%,40% to less than 50%
0100000US,United States,null,31199,3119,null,All other food manufacturing,31,311,5,2018,29797835,0.4,3645298,873217,82371,66806,20% to less than 30%,40% to less than 50%
0100000US,United States,null,31199,3119,null,All other food manufacturing,31,311,5,2019,30824796,2.1,3598142,883953,76555,61286,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311991,3119,null,Perishable prepared food manufacturing,31,311,6,2018,17301725,0.5,2337475,553318,56677,46622,30% to less than 40%,40% to less than 50%
0100000US,United States,null,311991,3119,null,Perishable prepared food manufacturing,31,311,6,2019,17765461,3.6,2214881,554927,50651,40888,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311999,3119,null,All other miscellaneous food manufacturing,31,311,6,2018,12496109,0.6,1307822,319898,25694,20184,20% to less than 30%,40% to less than 50%
0100000US,United States,null,311999,3119,null,All other miscellaneous food manufacturing,31,311,6,2019,13059334,1,1383261,329026,25904,20397,10% to less than 20%,30% to less than 40%
0100000US,United States,null,312,null,null,Beverage and tobacco product manufacturing,31,312,3,2018,156130798,0.3,11731452,2873633,221186,124581,30% to less than 40%,50% to less than 60%
0100000US,United States,null,312,null,null,Beverage and tobacco product manufacturing,31,312,3,2019,155269138,0.3,11990982,3025474,218916,125007,20% to less than 30%,50% to less than 60%
0100000US,United States,null,3121,3121,null,Beverage manufacturing,31,312,4,2018,108884165,0.4,10814483,2594391,207948,114527,40% to less than 50%,50% to less than 60%
0100000US,United States,null,3121,3121,null,Beverage manufacturing,31,312,4,2019,108966863,0.4,11128659,2753867,206979,116112,20% to less than 30%,50% to less than 60%
0100000US,United States,null,31211,3121,null,Soft drink and ice manufacturing,31,312,5,2018,44179085,0.8,4055967,977112,76212,52551,40% to less than 50%,40% to less than 50%
0100000US,United States,null,31211,3121,null,Soft drink and ice manufacturing,31,312,5,2019,45135154,0.5,3996594,988140,76031,51880,40% to less than 50%,40% to less than 50%
0100000US,United States,null,312111,3121,null,Soft drink manufacturing,31,312,6,2018,37254605,1,3258690,794403,59191,42089,40% to less than 50%,40% to less than 50%
0100000US,United States,null,312111,3121,null,Soft drink manufacturing,31,312,6,2019,37600683,0.6,3283095,796750,60613,41501,40% to less than 50%,40% to less than 50%
0100000US,United States,null,312112,3121,null,Bottled water manufacturing,31,312,6,2018,6041665,0.5,575351,140891,11793,7970,50% to less than 60%,40% to less than 50%
0100000US,United States,null,312112,3121,null,Bottled water manufacturing,31,312,6,2019,6624027,0.8,486105,146907,10939,8106,50% to less than 60%,60% to less than 70%
0100000US,United States,null,312113,3121,null,Ice manufacturing,31,312,6,2018,882815,1.2,221926,41818,5228,2492,50% to less than 60%,80% to less than 90%
0100000US,United States,null,312113,3121,null,Ice manufacturing,31,312,6,2019,910444,1.6,227394,44483,4480,2273,60% to less than 70%,80% to less than 90%
0100000US,United States,null,31212,3121,null,Breweries,31,312,5,2018,30834473,0.3,3180317,782303,69574,34531,30% to less than 40%,60% to less than 70%
0100000US,United States,null,31212,3121,null,Breweries,31,312,5,2019,29901830,0.8,3334581,807910,69353,36226,10% to less than 20%,50% to less than 60%
0100000US,United States,null,312120,3121,null,Breweries,31,312,6,2018,30834473,0.3,3180317,782303,69574,34531,30% to less than 40%,60% to less than 70%
0100000US,United States,null,312120,3121,null,Breweries,31,312,6,2019,29901830,0.8,3334581,807910,69353,36226,10% to less than 20%,50% to less than 60%
0100000US,United States,null,31213,3121,null,Wineries,31,312,5,2018,20682375,0.8,2787811,649975,49950,19698,30% to less than 40%,60% to less than 70%
0100000US,United States,null,31213,3121,null,Wineries,31,312,5,2019,19694266,1.2,2915158,750714,48601,19763,10% to less than 20%,50% to less than 60%
0100000US,United States,null,312130,3121,null,Wineries,31,312,6,2018,20682375,0.8,2787811,649975,49950,19698,30% to less than 40%,60% to less than 70%
0100000US,United States,null,312130,3121,null,Wineries,31,312,6,2019,19694266,1.2,2915158,750714,48601,19763,10% to less than 20%,50% to less than 60%
