"Sale Key","City Key","Customer Key","Bill To Customer Key","Stock Item Key","Invoice Date Key","Delivery Date Key","Salesperson Key","WWI Invoice ID","Description","Package","Quantity","Unit Price","Tax Rate","Total Excluding Tax","Tax Amount","Profit","Total Including Tax","Total Dry Items","Total Chiller Items","Lineage Key"
49812,76936,0,0,165,"10/24/2013","10/25/2013",39,15352,"IT joke mug - that behavior is by design (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
50099,91464,0,0,195,"10/25/2013","10/26/2013",83,15437,"DBA joke mug - I will get you in order (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
50101,91464,0,0,172,"10/25/2013","10/26/2013",83,15437,"Developer joke mug - this code was generated by a tool (White)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
51288,48763,0,0,183,"11/1/2013","11/2/2013",81,15809,"Developer joke mug - when your hammer is C++ (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
52005,76936,0,0,201,"11/6/2013","11/7/2013",84,16031,"DBA joke mug - daaaaaa-ta (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
52109,47692,0,0,203,"11/7/2013","11/8/2013",83,16065,"DBA joke mug - mind if I join you? (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
53210,44333,0,0,167,"11/14/2013","11/15/2013",91,16381,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
54829,48851,0,0,197,"11/23/2013","11/24/2013",39,16878,"DBA joke mug - it depends (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
55579,47692,0,0,199,"11/28/2013","11/29/2013",19,17112,"DBA joke mug - you might be a DBA if (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
58277,72761,0,0,202,"12/16/2013","12/17/2013",93,17953,"DBA joke mug - daaaaaa-ta (White)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
58278,72761,0,0,186,"12/16/2013","12/17/2013",93,17953,"Developer joke mug - fun was unexpected at this time (White)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
58476,47692,0,0,172,"12/17/2013","12/18/2013",39,18016,"Developer joke mug - this code was generated by a tool (White)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
60167,47692,0,0,184,"12/27/2013","12/28/2013",90,18531,"Developer joke mug - when your hammer is C++ (White)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
60848,41568,0,0,167,"12/31/2013","1/1/2014",94,18731,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",5,"13",15,"65","9.75","42.5","74.75",5,0,11
49833,87481,0,0,170,"10/24/2013","10/25/2013",85,15359,"Developer joke mug - old C developers never die (White)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
52836,48937,0,0,167,"11/13/2013","11/14/2013",83,16273,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
52849,48851,0,0,184,"11/13/2013","11/14/2013",91,16277,"Developer joke mug - when your hammer is C++ (White)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
53758,47741,0,0,167,"11/18/2013","11/19/2013",81,16553,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
55417,48763,0,0,172,"11/26/2013","11/27/2013",90,17058,"Developer joke mug - this code was generated by a tool (White)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
55991,72761,0,0,201,"11/29/2013","11/30/2013",93,17238,"DBA joke mug - daaaaaa-ta (Black)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
56108,91464,0,0,192,"12/2/2013","12/3/2013",91,17277,"DBA joke mug - two types of DBAs (White)","Each",2,"13",15,"26","3.9","17","29.9",2,0,11
49397,66176,0,0,163,"10/22/2013","10/23/2013",39,15226,"IT joke mug - hardware: part of the computer that can be kicked (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
49600,77092,0,0,186,"10/24/2013","10/25/2013",39,15289,"Developer joke mug - fun was unexpected at this time (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
49622,87481,0,0,190,"10/24/2013","10/25/2013",19,15295,"Developer joke mug - Oct 31 = Dec 25 (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
50097,91464,0,0,182,"10/25/2013","10/26/2013",83,15437,"Developer joke mug - inheritance is the OO way to become wealthy (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
50378,91464,0,0,179,"10/28/2013","10/29/2013",70,15525,"Developer joke mug - (hip, hip, array) (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
51874,91464,0,0,176,"11/6/2013","11/7/2013",83,15992,"Developer joke mug - there are 10 types of people in the world (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
52058,48763,0,0,195,"11/7/2013","11/8/2013",83,16049,"DBA joke mug - I will get you in order (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
52227,47741,0,0,187,"11/8/2013","11/9/2013",74,16100,"Developer joke mug - that's a hardware problem (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
52992,47692,0,0,172,"11/13/2013","11/14/2013",86,16317,"Developer joke mug - this code was generated by a tool (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
53466,72709,0,0,199,"11/15/2013","11/16/2013",91,16464,"DBA joke mug - you might be a DBA if (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
54832,48762,0,0,173,"11/23/2013","11/24/2013",39,16879,"Developer joke mug - a foo walks into a bar (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
55581,47692,0,0,200,"11/28/2013","11/29/2013",19,17112,"DBA joke mug - you might be a DBA if (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
56653,72709,0,0,175,"12/4/2013","12/5/2013",96,17443,"Developer joke mug - there are 10 types of people in the world (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
57042,76936,0,0,164,"12/6/2013","12/7/2013",86,17564,"IT joke mug - hardware: part of the computer that can be kicked (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
58477,47692,0,0,176,"12/17/2013","12/18/2013",39,18016,"Developer joke mug - there are 10 types of people in the world (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
59567,87481,0,0,184,"12/24/2013","12/25/2013",94,18349,"Developer joke mug - when your hammer is C++ (White)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
60326,89925,0,0,197,"12/27/2013","12/28/2013",93,18576,"DBA joke mug - it depends (Black)","Each",10,"13",15,"130","19.5","85","149.5",10,0,11
49811,76936,0,0,166,"10/24/2013","10/25/2013",39,15352,"IT joke mug - that behavior is by design (White)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
53831,48762,0,0,176,"11/18/2013","11/19/2013",91,16574,"Developer joke mug - there are 10 types of people in the world (White)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
56050,66176,0,0,175,"11/30/2013","12/1/2013",83,17257,"Developer joke mug - there are 10 types of people in the world (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
56412,48762,0,0,171,"12/3/2013","12/4/2013",19,17371,"Developer joke mug - this code was generated by a tool (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
57663,48763,0,0,175,"12/10/2013","12/11/2013",90,17755,"Developer joke mug - there are 10 types of people in the world (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
58270,72709,0,0,182,"12/16/2013","12/17/2013",83,17951,"Developer joke mug - inheritance is the OO way to become wealthy (White)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
58303,76936,0,0,187,"12/16/2013","12/17/2013",91,17961,"Developer joke mug - that's a hardware problem (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
58833,48762,0,0,163,"12/19/2013","12/20/2013",39,18129,"IT joke mug - hardware: part of the computer that can be kicked (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
59581,41568,0,0,171,"12/24/2013","12/25/2013",83,18352,"Developer joke mug - this code was generated by a tool (Black)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
60633,47757,0,0,202,"12/30/2013","12/31/2013",83,18667,"DBA joke mug - daaaaaa-ta (White)","Each",9,"13",15,"117","17.55","76.5","134.55",9,0,11
49532,89925,0,0,192,"10/23/2013","10/24/2013",85,15267,"DBA joke mug - two types of DBAs (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
49901,89925,0,0,194,"10/25/2013","10/26/2013",84,15380,"DBA joke mug - SELECT caffeine FROM mug (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
50461,72125,0,0,204,"10/28/2013","10/29/2013",81,15551,"DBA joke mug - mind if I join you? (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
51171,72894,0,0,198,"11/1/2013","11/2/2013",74,15773,"DBA joke mug - it depends (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
52175,47741,0,0,188,"11/8/2013","11/9/2013",86,16085,"Developer joke mug - that's a hardware problem (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
52415,47134,0,0,179,"11/9/2013","11/10/2013",39,16149,"Developer joke mug - (hip, hip, array) (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
53369,72125,0,0,197,"11/15/2013","11/16/2013",91,16433,"DBA joke mug - it depends (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
55529,47741,0,0,184,"11/27/2013","11/28/2013",74,17096,"Developer joke mug - when your hammer is C++ (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
57330,87633,0,0,174,"12/7/2013","12/8/2013",86,17651,"Developer joke mug - a foo walks into a bar (White)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
57659,48763,0,0,197,"12/10/2013","12/11/2013",90,17755,"DBA joke mug - it depends (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
57922,47855,0,0,191,"12/12/2013","12/13/2013",81,17840,"DBA joke mug - two types of DBAs (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
57987,47757,0,0,197,"12/13/2013","12/14/2013",39,17862,"DBA joke mug - it depends (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
58841,44333,0,0,167,"12/19/2013","12/20/2013",86,18131,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
58854,72610,0,0,167,"12/19/2013","12/20/2013",81,18135,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
59954,47757,0,0,187,"12/25/2013","12/26/2013",81,18463,"Developer joke mug - that's a hardware problem (Black)","Each",7,"13",15,"91","13.65","59.5","104.65",7,0,11
51631,48763,0,0,198,"11/5/2013","11/6/2013",39,15919,"DBA joke mug - it depends (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
51865,48762,0,0,184,"11/6/2013","11/7/2013",91,15990,"Developer joke mug - when your hammer is C++ (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
52176,47741,0,0,194,"11/8/2013","11/9/2013",86,16085,"DBA joke mug - SELECT caffeine FROM mug (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
52329,47855,0,0,174,"11/8/2013","11/9/2013",90,16128,"Developer joke mug - a foo walks into a bar (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
57346,72646,0,0,173,"12/9/2013","12/10/2013",94,17658,"Developer joke mug - a foo walks into a bar (Black)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
57515,41568,0,0,201,"12/9/2013","12/10/2013",94,17710,"DBA joke mug - daaaaaa-ta (Black)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
57870,91464,0,0,166,"12/12/2013","12/13/2013",39,17823,"IT joke mug - that behavior is by design (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
59527,48763,0,0,191,"12/24/2013","12/25/2013",86,18339,"DBA joke mug - two types of DBAs (Black)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
59953,47757,0,0,170,"12/25/2013","12/26/2013",81,18463,"Developer joke mug - old C developers never die (White)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
60348,72610,0,0,187,"12/27/2013","12/28/2013",97,18582,"Developer joke mug - that's a hardware problem (Black)","Each",4,"13",15,"52","7.8","34","59.8",4,0,11
49835,87481,0,0,195,"10/24/2013","10/25/2013",85,15359,"DBA joke mug - I will get you in order (Black)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
51289,48763,0,0,194,"11/1/2013","11/2/2013",81,15809,"DBA joke mug - SELECT caffeine FROM mug (White)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
51866,48762,0,0,198,"11/6/2013","11/7/2013",91,15990,"DBA joke mug - it depends (White)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
55118,72894,0,0,193,"11/25/2013","11/26/2013",93,16968,"DBA joke mug - SELECT caffeine FROM mug (Black)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
55432,72646,0,0,168,"11/27/2013","11/28/2013",91,17067,"IT joke mug - keyboard not found … press F1 to continue (White)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
57662,48763,0,0,184,"12/10/2013","12/11/2013",90,17755,"Developer joke mug - when your hammer is C++ (White)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
58384,87481,0,0,189,"12/16/2013","12/17/2013",19,17986,"Developer joke mug - Oct 31 = Dec 25 (Black)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
60330,89925,0,0,181,"12/27/2013","12/28/2013",93,18576,"Developer joke mug - inheritance is the OO way to become wealthy (Black)","Each",8,"13",15,"104","15.6","68","119.6",8,0,11
49373,48937,0,0,174,"10/22/2013","10/23/2013",83,15218,"Developer joke mug - a foo walks into a bar (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
50916,72610,0,0,177,"10/30/2013","10/31/2013",39,15694,"Developer joke mug - understanding recursion requires understanding recursion (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
54575,47741,0,0,174,"11/21/2013","11/22/2013",91,16798,"Developer joke mug - a foo walks into a bar (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
54739,48937,0,0,201,"11/22/2013","11/23/2013",74,16852,"DBA joke mug - daaaaaa-ta (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
54761,87633,0,0,184,"11/22/2013","11/23/2013",84,16859,"Developer joke mug - when your hammer is C++ (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
55120,72894,0,0,196,"11/25/2013","11/26/2013",93,16968,"DBA joke mug - I will get you in order (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
55827,72646,0,0,196,"11/28/2013","11/29/2013",90,17188,"DBA joke mug - I will get you in order (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
56107,91464,0,0,167,"12/2/2013","12/3/2013",91,17277,"IT joke mug - keyboard not found … press F1 to continue (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
57714,47741,0,0,176,"12/10/2013","12/11/2013",91,17770,"Developer joke mug - there are 10 types of people in the world (White)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
57983,89925,0,0,181,"12/13/2013","12/14/2013",93,17861,"Developer joke mug - inheritance is the OO way to become wealthy (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
58293,47757,0,0,199,"12/16/2013","12/17/2013",90,17957,"DBA joke mug - you might be a DBA if (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
59564,87481,0,0,195,"12/24/2013","12/25/2013",94,18349,"DBA joke mug - I will get you in order (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
60630,47757,0,0,187,"12/30/2013","12/31/2013",83,18667,"Developer joke mug - that's a hardware problem (Black)","Each",3,"13",15,"39","5.85","25.5","44.85",3,0,11
51466,48851,0,0,197,"11/4/2013","11/5/2013",81,15867,"DBA joke mug - it depends (Black)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
54806,72709,0,0,166,"11/22/2013","11/23/2013",89,16873,"IT joke mug - that behavior is by design (White)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
57044,76936,0,0,165,"12/6/2013","12/7/2013",86,17564,"IT joke mug - that behavior is by design (Black)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
57344,72646,0,0,203,"12/9/2013","12/10/2013",94,17658,"DBA joke mug - mind if I join you? (Black)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
57917,47692,0,0,198,"12/12/2013","12/13/2013",86,17838,"DBA joke mug - it depends (White)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
59265,72646,0,0,193,"12/21/2013","12/22/2013",81,18254,"DBA joke mug - SELECT caffeine FROM mug (Black)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
60383,66176,0,0,176,"12/27/2013","12/28/2013",91,18590,"Developer joke mug - there are 10 types of people in the world (White)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
60502,41568,0,0,187,"12/30/2013","12/31/2013",94,18628,"Developer joke mug - that's a hardware problem (Black)","Each",1,"13",15,"13","1.95","8.5","14.95",1,0,11
49399,66176,0,0,216,"10/22/2013","10/23/2013",39,15226,"USB food flash drive - sushi roll","Each",6,"32",15,"192","28.8","120","220.8",6,0,11
49400,66176,0,0,97,"10/22/2013","10/23/2013",39,15226,"Ogre battery-powered slippers (Green) M","Each",6,"32",15,"192","28.8","144","220.8",6,0,11
49371,48937,0,0,49,"10/22/2013","10/23/2013",83,15218,"32 mm Anti static bubble wrap (Blue) 10m","Each",80,"32",15,"2560","384","1280","2944",80,0,11
49583,87481,0,0,49,"10/23/2013","10/24/2013",81,15281,"32 mm Anti static bubble wrap (Blue) 10m","Each",90,"32",15,"2880","432","1440","3312",90,0,11
49533,89925,0,0,214,"10/23/2013","10/24/2013",85,15267,"USB food flash drive - hot dog","Each",5,"32",15,"160","24","100","184",5,0,11
49618,87481,0,0,83,"10/24/2013","10/25/2013",19,15295,"Animal with big feet slippers (Brown) XL","Each",6,"32",15,"192","28.8","141","220.8",6,0,11
49621,87481,0,0,215,"10/24/2013","10/25/2013",19,15295,"USB food flash drive - hamburger","Each",3,"32",15,"96","14.4","60","110.4",3,0,11
49814,76936,0,0,206,"10/24/2013","10/25/2013",39,15352,"USB food flash drive - fortune cookie","Each",2,"32",15,"64","9.6","40","73.6",2,0,11
50251,72125,0,0,87,"10/26/2013","10/27/2013",86,15487,"Furry gorilla with big eyes slippers (Black) XL","Each",10,"32",15,"320","48","235","368",10,0,11
50377,91464,0,0,209,"10/28/2013","10/29/2013",70,15525,"USB food flash drive - cookie","Each",10,"32",15,"320","48","200","368",10,0,11
50380,91464,0,0,89,"10/28/2013","10/29/2013",70,15525,"Furry gorilla with big eyes slippers (Black) M","Each",6,"32",15,"192","28.8","144","220.8",6,0,11
51045,47741,0,0,49,"10/31/2013","11/1/2013",81,15732,"32 mm Anti static bubble wrap (Blue) 10m","Each",100,"32",15,"3200","480","1600","3680",100,0,11
51652,41432,0,0,98,"11/5/2013","11/6/2013",74,15925,"Ogre battery-powered slippers (Green) S","Each",6,"32",15,"192","28.8","144","220.8",6,0,11
51683,72709,0,0,215,"11/5/2013","11/6/2013",39,15934,"USB food flash drive - hamburger","Each",2,"32",15,"64","9.6","40","73.6",2,0,11
51875,91464,0,0,88,"11/6/2013","11/7/2013",83,15992,"Furry gorilla with big eyes slippers (Black) L","Each",10,"32",15,"320","48","240","368",10,0,11
52229,47741,0,0,83,"11/8/2013","11/9/2013",74,16100,"Animal with big feet slippers (Brown) XL","Each",6,"32",15,"192","28.8","141","220.8",6,0,11
52414,47134,0,0,90,"11/9/2013","11/10/2013",39,16149,"Furry gorilla with big eyes slippers (Black) S","Each",5,"32",15,"160","24","120","184",5,0,11
53118,44333,0,0,95,"11/14/2013","11/15/2013",89,16355,"Ogre battery-powered slippers (Green) XL","Each",10,"32",15,"320","48","235","368",10,0,11
54008,48762,0,0,99,"11/19/2013","11/20/2013",74,16627,"Dinosaur battery-powered slippers (Green) XL","Each",5,"32",15,"160","24","117.5","184",5,0,11
54096,89925,0,0,49,"11/19/2013","11/20/2013",89,16652,"32 mm Anti static bubble wrap (Blue) 10m","Each",10,"32",15,"320","48","160","368",10,0,11
54026,72610,0,0,84,"11/19/2013","11/20/2013",39,16631,"Animal with big feet slippers (Brown) L","Each",10,"32",15,"320","48","240","368",10,0,11
54509,91464,0,0,88,"11/21/2013","11/22/2013",74,16777,"Furry gorilla with big eyes slippers (Black) L","Each",6,"32",15,"192","28.8","144","220.8",6,0,11
54808,72709,0,0,216,"11/22/2013","11/23/2013",89,16873,"USB food flash drive - sushi roll","Each",10,"32",15,"320","48","200","368",10,0,11
54833,48762,0,0,97,"11/23/2013","11/24/2013",39,16879,"Ogre battery-powered slippers (Green) M","Each",2,"32",15,"64","9.6","48","73.6",2,0,11
55527,47741,0,0,95,"11/27/2013","11/28/2013",74,17096,"Ogre battery-powered slippers (Green) XL","Each",7,"32",15,"224","33.6","164.5","257.6",7,0,11
55622,47741,0,0,84,"11/28/2013","11/29/2013",93,17124,"Animal with big feet slippers (Brown) L","Each",5,"32",15,"160","24","120","184",5,0,11
55578,47692,0,0,90,"11/28/2013","11/29/2013",19,17112,"Furry gorilla with big eyes slippers (Black) S","Each",3,"32",15,"96","14.4","72","110.4",3,0,11
55825,72646,0,0,49,"11/28/2013","11/29/2013",90,17188,"32 mm Anti static bubble wrap (Blue) 10m","Each",60,"32",15,"1920","288","960","2208",60,0,11
56409,48762,0,0,98,"12/3/2013","12/4/2013",19,17371,"Ogre battery-powered slippers (Green) S","Each",5,"32",15,"160","24","120","184",5,0,11
56463,47692,0,0,94,"12/3/2013","12/4/2013",39,17386,"Plush shark slippers (Gray) S","Each",10,"32",15,"320","48","240","368",10,0,11
56464,47692,0,0,206,"12/3/2013","12/4/2013",39,17386,"USB food flash drive - fortune cookie","Each",3,"32",15,"96","14.4","60","110.4",3,0,11
56651,72709,0,0,99,"12/4/2013","12/5/2013",96,17443,"Dinosaur battery-powered slippers (Green) XL","Each",10,"32",15,"320","48","235","368",10,0,11
56749,89925,0,0,98,"12/4/2013","12/5/2013",39,17469,"Ogre battery-powered slippers (Green) S","Each",3,"32",15,"96","14.4","72","110.4",3,0,11
57043,76936,0,0,213,"12/6/2013","12/7/2013",86,17564,"USB food flash drive - pizza slice","Each",5,"32",15,"160","24","100","184",5,0,11
57286,48762,0,0,102,"12/7/2013","12/8/2013",83,17639,"Dinosaur battery-powered slippers (Green) S","Each",2,"32",15,"64","9.6","48","73.6",2,0,11
57661,48763,0,0,209,"12/10/2013","12/11/2013",90,17755,"USB food flash drive - cookie","Each",10,"32",15,"320","48","200","368",10,0,11
57693,48937,0,0,215,"12/10/2013","12/11/2013",97,17764,"USB food flash drive - hamburger","Each",5,"32",15,"160","24","100","184",5,0,11
57694,48937,0,0,94,"12/10/2013","12/11/2013",97,17764,"Plush shark slippers (Gray) S","Each",3,"32",15,"96","14.4","72","110.4",3,0,11
58304,76936,0,0,211,"12/16/2013","12/17/2013",91,17961,"USB food flash drive - banana","Each",7,"32",15,"224","33.6","140","257.6",7,0,11
58305,76936,0,0,84,"12/16/2013","12/17/2013",91,17961,"Animal with big feet slippers (Brown) L","Each",7,"32",15,"224","33.6","168","257.6",7,0,11
58475,47692,0,0,89,"12/17/2013","12/18/2013",39,18016,"Furry gorilla with big eyes slippers (Black) M","Each",2,"32",15,"64","9.6","48","73.6",2,0,11
58842,44333,0,0,214,"12/19/2013","12/20/2013",86,18131,"USB food flash drive - hot dog","Each",3,"32",15,"96","14.4","60","110.4",3,0,11
58853,72610,0,0,215,"12/19/2013","12/20/2013",81,18135,"USB food flash drive - hamburger","Each",2,"32",15,"64","9.6","40","73.6",2,0,11
58855,72610,0,0,86,"12/19/2013","12/20/2013",81,18135,"Animal with big feet slippers (Brown) S","Each",7,"32",15,"224","33.6","168","257.6",7,0,11
59149,77092,0,0,215,"12/20/2013","12/21/2013",91,18222,"USB food flash drive - hamburger","Each",2,"32",15,"64","9.6","40","73.6",2,0,11
59150,77092,0,0,92,"12/20/2013","12/21/2013",91,18222,"Plush shark slippers (Gray) L","Each",3,"32",15,"96","14.4","72","110.4",3,0,11
59467,47692,0,0,101,"12/23/2013","12/24/2013",94,18319,"Dinosaur battery-powered slippers (Green) M","Each",5,"32",15,"160","24","120","184",5,0,11
59956,47757,0,0,100,"12/25/2013","12/26/2013",81,18463,"Dinosaur battery-powered slippers (Green) L","Each",2,"32",15,"64","9.6","48","73.6",2,0,11
