listing_id,host_id,host_since_datekey,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,city,latitude,longitude,property_type,accommodates,bedrooms,price,review_scores_rating,instant_bookable,listing_size_sqft
38373786,292201077,20190905,0.8,0.55,f,3,Palais-Bourbon,Paris,48.84768,2.3075,Private room in apartment,1,1,20,16,f,593.4095954
43450044,334163301,20200206,1,0.78,f,110,Woodside,New York,40.74234,-73.89425,Private room in townhouse,1,1,20,81,f,396.331932
41773154,273392981,20190703,0,0.68,f,4,Long Island City,New York,40.75717,-73.94186,Shared room in hostel,1,1,20,58,t,366.7609331
40526927,313618179,20191201,1,0.67,f,1,I Centro Storico,Rome,41.898,12.50279,Private room in apartment,2,1,20,15,f,303.93325
43852115,311618964,20191123,0,0.52,f,0,Observatoire,Paris,48.83288,2.31852,Entire apartment,2,,20,83,f,321.6110259
38251813,290695994,20190901,,0.73,f,0,IV Tiburtina,Rome,41.92141,12.54662,Private room in apartment,2,1,20,92,t,143.5051877
33414719,251714726,20190328,1,0.49,f,1,XIV Monte Mario,Rome,41.92174,12.4409,Private room in apartment,1,1,20,96,t,361.1386008
37414834,275287719,20190711,1,0.54,t,3,I Centro Storico,Rome,41.8928,12.50493,Private room in apartment,2,1,20,67,t,231.7225005
36374978,270226820,20190621,,0.58,f,1,XI Arvalia/Portuense,Rome,41.85715,12.41727,Private room in apartment,4,1,20,93,t,190.6268071
40301515,310887232,20191120,1,0.53,t,10,I Centro Storico,Rome,41.90319,12.50459,Shared room in hostel,1,1,20,55,t,340.2705781
48106641,387560879,20200604,1,0.59,f,110,Woodside,New York,40.74234,-73.89425,Private room in townhouse,1,1,20,83,f,606.413445
48106805,387565577,20200904,0.9,0.76,f,21,Botany Bay,Sydney,-33.9476,151.19761,Private room in loft,1,4,20,93,f,260.3456182
38540301,293412393,20190909,0.36,0.34,f,0,III Monte Sacro,Rome,41.95154,12.52619,Entire condominium,2,1,20,78,t,429.7186095
41399617,325611762,20200108,1,0.64,f,0,Buttes-Montmartre,Paris,48.89851,2.33953,Private room in apartment,1,1,20,94,t,604.9170853
40526382,313618179,20191201,1,0.3,f,1,I Centro Storico,Rome,41.89746,12.50365,Private room in bed and breakfast,2,1,20,87,f,177.1090933
42153536,293871619,20190911,1,0.52,t,0,Lower East Side,New York,40.71745,-73.98886,Private room in apartment,1,1,21,97,f,185.7128322
46379554,361476804,20200810,1,0.4,f,15,Randwick,Sydney,-33.92355,151.23291,Private room in house,2,1,21,90,t,417.9781785
48107269,387568522,20200804,1,0.55,f,15,Randwick,Sydney,-33.92224,151.23506,Private room in house,2,1,21,10,t,376.4251632
48115176,387564756,20200715,1,0.86,f,15,Randwick,Sydney,-33.92378,151.23315,Private room in house,2,1,21,90,t,369.3785542
47293314,334163301,20200206,1,0.37,f,110,Elmhurst,New York,40.74338,-73.87129,Private room in townhouse,2,1,21,99,f,530.0738548
36830575,274788115,20190709,0.5,0.64,t,0,IV Tiburtina,Rome,41.915,12.54765,Private room in condominium,1,1,21,53,f,498.5149732
44650967,361476804,20200810,1,0.38,f,15,Randwick,Sydney,-33.92385,151.23309,Private room in house,2,1,21,75,t,225.6835959
44651852,361476804,20200810,1,0.65,f,15,Randwick,Sydney,-33.92339,151.23305,Private room in house,2,1,21,75,t,120.0240558
47305454,380279954,20201215,1,0.56,f,1,II Parioli/Nomentano,Rome,41.91214,12.52728,Private room in apartment,2,1,21,13,f,355.2364711
36259703,272710325,20190701,,0.42,t,3,XIII Aurelia,Rome,41.89973,12.43652,Private room in condominium,1,1,21,98,t,381.6126059
40416948,311338569,20191122,1,0.65,f,0,VII San Giovanni/Cinecitta,Rome,41.88247,12.5101,Private room in apartment,2,1,21,84,f,624.2847553
41057091,320890293,20191225,,0.66,f,0,I Centro Storico,Rome,41.90487,12.50137,Private room in apartment,3,1,21,12,f,481.9392382
45616415,271711464,20190627,,0.35,f,1,Gobelins,Paris,48.82379,2.3646,Shared room in bed and breakfast,1,1,21,84,f,606.1817037
45598637,361476804,20200810,1,0.87,f,15,Randwick,Sydney,-33.92378,151.23315,Private room in house,2,1,21,90,t,267.4995302
44127385,353026466,20200702,0.75,0.28,f,3,XIII Aurelia,Rome,41.89736,12.45533,Private room in bed and breakfast,2,1,21,94,f,527.9342238
44651851,361476804,20200810,1,0.72,f,15,Randwick,Sydney,-33.92263,151.23497,Private room in house,2,1,21,83,t,374.8954405
44651893,361476804,20200810,1,0.4,f,15,Randwick,Sydney,-33.92224,151.23506,Private room in house,2,1,21,75,t,502.8290833
48113893,387564874,20200921,1,0.73,f,15,Randwick,Sydney,-33.92226,151.23359,Private room in house,2,1,21,100,t,284.7506881
44651890,361476804,20200810,1,0.54,f,15,Randwick,Sydney,-33.92339,151.23445,Private room in house,2,1,21,53,t,668.5927223
48112603,387565855,20200422,1,0.93,f,15,Randwick,Sydney,-33.92355,151.23291,Private room in house,2,1,21,90,t,208.2318924
45598646,361476804,20200810,1,0.42,f,15,Randwick,Sydney,-33.92226,151.23359,Private room in house,2,1,21,100,t,399.5642181
45711252,370427496,20201003,1,0.73,f,1,XIII Aurelia,Rome,41.89944,12.45457,Private room in apartment,2,1,21,84,t,243.704836
43254929,274788115,20190709,0.5,0.33,t,0,IV Tiburtina,Rome,41.91591,12.54438,Private room in apartment,1,1,21,83,t,205.0158716
43788246,334163301,20200206,1,0.93,f,110,Woodside,New York,40.74495,-73.8932,Private room in townhouse,2,1,21,81,f,172.4898546
44650971,361476804,20200810,1,0.91,f,15,Randwick,Sydney,-33.92264,151.23275,Private room in house,2,1,21,54,t,482.6477724
48108638,387563177,20200718,1,0.55,f,1,Richmond Hill,New York,40.68953,-73.8277,Private room in apartment,2,1,22,78,f,196.9158818
44293432,268873206,20190615,0.1,0.63,f,2,Buttes-Montmartre,Paris,48.90472,2.33766,Private room in apartment,1,1,22,88,f,284.3338974
45167231,255319514,20190412,1,0.71,f,7,Randwick,Sydney,-33.92645,151.23815,Private room in house,1,1,22,70,t,400.0258299
47760392,384893286,20210116,1,0.43,f,1,Richmond Hill,New York,40.68953,-73.8277,Private room in apartment,2,1,22,89,f,507.3880292
44185578,262383677,20190517,0.9,0.6,f,21,Canterbury,Sydney,-33.92749,151.12542,Private room in apartment,1,1,22,91,f,247.5880276
36909836,267621515,20190610,1,0.25,f,1,V Prenestino/Centocelle,Rome,41.88418,12.53387,Private room in apartment,2,1,22,87,f,733.6502419
45688292,369655986,20200928,0.9,0.38,t,0,I Centro Storico,Rome,41.8871,12.51271,Private room in apartment,2,1,22,100,t,566.915071
39185399,300673355,20191007,1,0.72,f,2,II Parioli/Nomentano,Rome,41.89524,12.51467,Shared room in house,1,1,22,99,f,594.401203
42493965,312336568,20191126,0,0.44,f,4,VII San Giovanni/Cinecitta,Rome,41.86539,12.53565,Private room in apartment,2,1,22,56,t,519.2174049
48114905,387565735,20200423,1,0.56,f,7,Randwick,Sydney,-33.92645,151.23815,Private room in house,1,1,22,70,t,444.682987
45142705,364557319,20200826,1,0.57,f,3,I Centro Storico,Rome,41.89836,12.50411,Private room in apartment,2,1,22,47,f,295.9144901
46055424,334163301,20200206,1,0.64,f,110,Woodside,New York,40.74271,-73.89586,Private room in townhouse,1,1,22,97,f,186.8266016
48114944,387568404,20201111,0.9,0.79,f,21,Canterbury,Sydney,-33.92749,151.12542,Private room in apartment,1,1,22,93,f,264.0286429
40368491,310887232,20191120,1,0.49,t,10,I Centro Storico,Rome,41.90319,12.50459,Shared room in hostel,1,1,22,96,t,572.9053633
41521831,326390727,20200111,1,0.55,f,0,XV Cassia/Flaminia,Rome,41.94367,12.46936,Private room in bed and breakfast,3,1,23,75,t,558.2751445
43844727,278923798,20190724,1,0.57,f,0,I Centro Storico,Rome,41.89604,12.50513,Private room in bed and breakfast,2,1,23,87,t,268.0404741
40300137,311338569,20191122,1,0.7,f,0,VII San Giovanni/Cinecitta,Rome,41.8817,12.50979,Private room in apartment,2,1,23,43,f,316.9726964
46730658,256384910,20190417,1,0.34,f,2,VII San Giovanni/Cinecitta,Rome,41.88329,12.50806,Private room in apartment,2,1,23,55,f,651.6334404
46090780,288743418,20190825,0.99,0.53,f,89,Auburn,Sydney,-33.87107,151.03497,Private room in house,2,1,23,54,t,335.1560517
43931358,334163301,20200206,1,0.57,f,110,Woodside,New York,40.74801,-73.89961,Private room in townhouse,1,1,23,79,f,488.6147616
47094788,373968580,20201031,1,0.3,f,0,Ridgewood,New York,40.70135,-73.89569,Private room in apartment,2,1,23,92,t,200.2618426
43626264,345112266,20200501,0.98,0.31,f,2,Enclos-St-Laurent,Paris,48.87796,2.34964,Private room in guesthouse,1,1,23,89,f,395.1001813
47094500,373968580,20201031,1,0.42,f,0,Ridgewood,New York,40.70265,-73.89612,Private room in apartment,2,1,23,98,t,489.0809455
48108177,387567483,20200905,0.99,0.67,f,89,Auburn,Sydney,-33.87251,151.03325,Private room in house,2,1,23,60,t,472.2657889
48116126,387562056,20201104,1,0.45,f,0,Ridgewood,New York,40.70135,-73.89569,Private room in apartment,2,1,23,90,t,588.8592656
36295598,272961869,20190702,,0.58,t,0,Gobelins,Paris,48.83029,2.35585,Private room in apartment,2,1,23,95,f,330.406669
46090108,288743418,20190825,0.99,0.92,f,89,Auburn,Sydney,-33.87125,151.03352,Private room in house,2,1,23,100,t,206.0469835
46091551,288743418,20190825,0.99,0.55,f,89,Fairfield,Sydney,-33.88301,150.95905,Private room in guest suite,1,1,23,55,t,501.9636654
35613074,257941883,20190425,1,0.31,t,17,I Centro Storico,Rome,41.89277,12.50875,Room in hostel,1,1,23,72,t,367.6051476
36421575,238989521,20190125,1,0.38,f,17,Sunnyside,New York,40.73869,-73.92615,Private room in townhouse,2,1,23,13,f,469.9965571
36421864,238989521,20190125,1,0.38,f,17,Sunnyside,New York,40.73978,-73.92778,Private room in townhouse,1,1,23,42,f,239.3344816
46090097,288743418,20190825,0.99,0.49,f,89,Auburn,Sydney,-33.87251,151.03325,Private room in house,2,1,23,60,t,206.2682659
35712812,268591949,20190614,1,0.64,f,1,X Ostia/Acilia,Rome,41.78026,12.36294,Entire apartment,3,1,24,98,t,373.4454203
46396210,373968580,20201031,1,0.75,f,0,Ridgewood,New York,40.70066,-73.89476,Private room in apartment,2,1,24,98,t,694.1441756
48114075,387569421,20200922,1,0.57,f,2,Bedford-Stuyvesant,New York,40.68971,-73.94326,Shared room in house,3,1,24,50,t,200.0593823
48110672,387561213,20201130,1,0.7,f,110,Woodside,New York,40.74627,-73.8982,Private room in townhouse,1,1,24,76,f,169.1457734
37637388,284390855,20190809,,0.44,f,0,Waverley,Sydney,-33.88812,151.2732,Shared room in apartment,1,1,24,38,t,599.8095295
47094358,373968580,20201031,1,0.35,f,0,Glendale,New York,40.70222,-73.89474,Private room in apartment,2,1,24,88,t,568.0388729
45769052,279366859,20190726,0.94,0.26,f,3,Popincourt,Paris,48.85418,2.3844,Entire apartment,2,,24,93,f,194.5475631
33774167,254597200,20190410,1,0.31,t,1,II Parioli/Nomentano,Rome,41.90359,12.50722,Private room in condominium,1,1,24,62,t,479.7594301
37830757,286355021,20190816,1,0.73,f,2,I Centro Storico,Rome,41.90436,12.50521,Private room in guesthouse,4,1,24,12,f,650.6251239
35059681,264092618,20190525,1,0.7,f,5,East Elmhurst,New York,40.76523,-73.87308,Private room in townhouse,2,1,24,94,f,131.6891031
48114868,387568096,20200716,1,0.57,f,5,East Elmhurst,New York,40.76523,-73.87308,Private room in townhouse,2,1,24,94,f,410.6848737
42283212,245163466,20190224,0.6,0.49,f,0,IV Tiburtina,Rome,41.95139,12.64259,Entire serviced apartment,4,1,24,81,t,298.1122954
42744286,334163301,20200206,1,0.32,f,110,Woodside,New York,40.74627,-73.8982,Private room in townhouse,1,1,24,75,f,254.3352806
40428179,311338569,20191122,1,0.74,f,0,VII San Giovanni/Cinecitta,Rome,41.88186,12.51013,Private room in apartment,2,1,24,84,f,174.8096827
37869288,285407817,20190813,1,0.8,f,2,Bedford-Stuyvesant,New York,40.68971,-73.94326,Shared room in house,3,1,24,90,t,211.7845782
43375590,334163301,20200206,1,0.5,f,110,Woodside,New York,40.74281,-73.8928,Private room in townhouse,2,1,24,86,f,239.0333695
43667814,334163301,20200206,1,0.7,f,110,Jackson Heights,New York,40.75114,-73.8769,Private room in townhouse,2,1,24,99,f,243.2197264
43322183,345008897,20200430,,0.64,f,0,III Monte Sacro,Rome,41.94524,12.5352,Private room in apartment,1,1,25,23,t,568.1325816
40273463,310844838,20191120,0.3,0.57,f,5,I Centro Storico,Rome,41.90623,12.4993,Private room in bed and breakfast,1,1,25,95,t,652.932184
40295004,305406330,20191030,,0.81,f,3,Canterbury,Sydney,-33.92654,151.07273,Shared room in guesthouse,2,1,25,97,t,567.8991538
40021420,308666835,20191111,,0.47,f,0,VIII Appia Antica,Rome,41.87343,12.47987,Private room in apartment,2,1,25,94,t,502.7842335
48112226,387569187,20200628,0.96,0.39,f,0,Bedford-Stuyvesant,New York,40.68765,-73.93257,Private room in apartment,2,1,25,94,t,617.637025
44034070,352931600,20200701,0.5,0.64,f,1,V Prenestino/Centocelle,Rome,41.87457,12.54327,Entire apartment,2,1,25,53,f,301.6950424
37621840,284234245,20190809,,0.74,f,0,IV Tiburtina,Rome,41.89897,12.53876,Private room in apartment,2,1,25,54,t,291.443273
44714900,255319514,20190412,1,0.81,f,7,Randwick,Sydney,-33.92813,151.23886,Private room in house,2,1,25,73,t,674.2490675
44216192,247050783,20190305,1,0.62,f,8,I Centro Storico,Rome,41.88674,12.47267,Private room in bed and breakfast,2,1,25,84,f,534.1470303
35427895,266627074,20190605,,0.26,f,1,V Prenestino/Centocelle,Rome,41.89912,12.55883,Private room in condominium,2,1,25,85,f,157.803234
47350352,344929418,20200429,0.96,0.91,f,0,Bedford-Stuyvesant,New York,40.68765,-73.93257,Private room in apartment,2,1,25,85,t,483.086813
41403375,252568020,20190401,,0.33,f,2,IX Eur,Rome,41.79997,12.42738,Entire apartment,4,1,25,18,t,456.5285199
48109728,387560556,20200511,,0.68,t,5,Sydney,Sydney,-33.88489,151.1948,Shared room in apartment,1,1,25,83,f,533.5062134
38793804,296705089,20190921,1,0.39,f,0,I Centro Storico,Rome,41.89055,12.50559,Private room in apartment,1,1,25,57,f,471.295205
41168047,314412620,20191204,1,0.67,t,2,I Centro Storico,Rome,41.89764,12.50029,Private room in apartment,3,1,25,41,t,202.7787682
31931847,239418626,20190127,0,0.47,f,3,IV Tiburtina,Rome,41.90845,12.57555,Private room in bed and breakfast,2,3,25,90,t,508.7734997
45677769,238367446,20190122,,0.93,f,0,Rockdale,Sydney,-33.95876,151.13055,Private room in tiny house,1,1,25,41,f,719.1144423
45802511,336899214,20200217,1,0.42,f,5,Reuilly,Paris,48.84731,2.38432,Shared room in condominium,1,1,25,93,f,138.5240438
35636200,268091983,20190612,,0.48,t,1,VII San Giovanni/Cinecitta,Rome,41.87578,12.5263,Private room in condominium,1,1,25,99,f,304.7066874
31691771,237265943,20190117,0.7,0.58,f,13,II Parioli/Nomentano,Rome,41.90414,12.50679,Room in hotel,1,1,25,80,t,520.4405649
48108840,387563917,20200809,,0.35,f,0,Bay Ridge,New York,40.62389,-74.02064,Shared room in house,1,1,25,93,f,602.7030413
32086048,239418626,20190127,0,0.55,f,3,IV Tiburtina,Rome,41.91,12.5756,Private room in bed and breakfast,2,3,25,96,t,318.911961
48114589,387564740,20200415,,0.83,f,3,Canterbury,Sydney,-33.92654,151.07273,Shared room in guesthouse,2,1,25,94,t,798.0132654
47247955,304794583,20191027,0.8,0.63,f,1,Batignolles-Monceau,Paris,48.88529,2.30619,Private room in apartment,1,1,25,97,f,283.6510833
43374823,334163301,20200206,1,0.36,f,110,Woodside,New York,40.74253,-73.89586,Private room in townhouse,2,1,25,99,f,124.8928869
