GEO_ID,NAME,GEO_ID_F,NAICS2017,INDGROUP,NAICS2017_F,NAICS2017_LABEL,SECTOR,SUBSECTOR,INDLEVEL,YEAR,RCPTOT,RCPTOT_S,PAYANN,PAYQTR1,EMP,EMPQ1PW,PAYANN_IMP,EMP_IMP
0400000US01,Alabama,null,3114,3114,null,Fruit and vegetable preserving and specialty food manufacturing,31,311,4,2019,11097,0,0,0,16,0,Less than 10%,90% to 100%
0400000US01,Alabama,null,3115,3115,null,Dairy product manufacturing,31,311,4,2018,475328,0,50659,12714,1063,617,60% to less than 70%,40% to less than 50%
0400000US01,Alabama,null,3115,3115,null,Dairy product manufacturing,31,311,4,2019,454791,0,49926,12239,1077,676,50% to less than 60%,40% to less than 50%
0400000US01,Alabama,null,3116,3116,null,Animal slaughtering and processing,31,311,4,2018,6165041,1,691253,175136,22950,20613,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,3116,3116,null,Animal slaughtering and processing,31,311,4,2019,6644505,0.8,769198,194308,24419,22233,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3117,3117,null,Seafood product preparation and packaging,31,311,4,2018,201180,0,31271,7472,943,797,Less than 10%,20% to less than 30%
0400000US01,Alabama,null,3117,3117,null,Seafood product preparation and packaging,31,311,4,2019,207251,17.6,0,0,2399,1487,Less than 10%,Less than 10%
0400000US01,Alabama,null,3118,3118,null,Bakeries and tortilla manufacturing,31,311,4,2018,442148,7.2,62093,17109,1399,1052,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3118,3118,null,Bakeries and tortilla manufacturing,31,311,4,2019,420703,1.8,58452,14267,1298,977,Less than 10%,20% to less than 30%
0400000US01,Alabama,null,3119,3119,null,Other food manufacturing,31,311,4,2018,939574,2.3,84447,25663,1664,1055,30% to less than 40%,30% to less than 40%
0400000US01,Alabama,null,3119,3119,null,Other food manufacturing,31,311,4,2019,883647,1.7,91495,23300,1800,1233,80% to less than 90%,80% to less than 90%
0400000US01,Alabama,null,312,null,null,Beverage and tobacco product manufacturing,31,312,3,2018,870172,4.4,169477,43868,2145,1279,70% to less than 80%,70% to less than 80%
0400000US01,Alabama,null,312,null,null,Beverage and tobacco product manufacturing,31,312,3,2019,765420,4.2,125600,31677,1883,1153,60% to less than 70%,60% to less than 70%
0400000US01,Alabama,null,3121,3121,null,Beverage manufacturing,31,312,4,2018,0,0,0,0,1500,0,80% to less than 90%,70% to less than 80%
0400000US01,Alabama,null,3121,3121,null,Beverage manufacturing,31,312,4,2019,0,0,0,0,1500,0,60% to less than 70%,70% to less than 80%
0400000US01,Alabama,null,3122,3122,null,Tobacco manufacturing,31,312,4,2018,0,0,0,0,150,0,Less than 10%,Less than 10%
0400000US01,Alabama,null,3122,3122,null,Tobacco manufacturing,31,312,4,2019,0,0,0,0,150,0,Less than 10%,Less than 10%
0400000US01,Alabama,null,313,null,null,Textile mills,31,313,3,2018,513197,0,66987,17673,1845,1583,Less than 10%,30% to less than 40%
0400000US01,Alabama,null,313,null,null,Textile mills,31,313,3,2019,487244,0,63619,17828,1706,1453,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3131,3131,null,"Fiber, yarn, and thread mills",31,313,4,2018,275151,0,25344,6430,843,766,Less than 10%,50% to less than 60%
0400000US01,Alabama,null,3131,3131,null,"Fiber, yarn, and thread mills",31,313,4,2019,253109,0,22079,5538,745,672,50% to less than 60%,50% to less than 60%
0400000US01,Alabama,null,3132,3132,null,Fabric mills,31,313,4,2018,227619,0,38814,10667,930,761,Less than 10%,Less than 10%
0400000US01,Alabama,null,3132,3132,null,Fabric mills,31,313,4,2019,222266,0,38279,11519,884,720,Less than 10%,Less than 10%
0400000US01,Alabama,null,3133,3133,null,Textile and fabric finishing and fabric coating mills,31,313,4,2018,10427,0,2829,576,72,56,Less than 10%,90% to 100%
0400000US01,Alabama,null,3133,3133,null,Textile and fabric finishing and fabric coating mills,31,313,4,2019,11869,0,3261,771,77,61,Less than 10%,90% to 100%
0400000US01,Alabama,null,314,null,null,Textile product mills,31,314,3,2018,889802,0.9,140979,36269,4080,3360,20% to less than 30%,40% to less than 50%
0400000US01,Alabama,null,314,null,null,Textile product mills,31,314,3,2019,931309,2.7,155914,38549,4241,3336,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3141,3141,null,Textile furnishings mills,31,314,4,2018,566284,1.3,97288,24669,2769,2283,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3141,3141,null,Textile furnishings mills,31,314,4,2019,549440,2.8,104417,27439,3045,2484,10% to less than 20%,10% to less than 20%
0400000US01,Alabama,null,3149,3149,null,Other textile product mills,31,314,4,2018,323518,0.3,43691,11600,1311,1077,60% to less than 70%,90% to 100%
0400000US01,Alabama,null,3149,3149,null,Other textile product mills,31,314,4,2019,381869,5.2,51497,11110,1196,852,50% to less than 60%,60% to less than 70%
0400000US01,Alabama,null,315,null,null,Apparel manufacturing,31,315,3,2018,191693,1.8,52413,12636,2116,1839,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,315,null,null,Apparel manufacturing,31,315,3,2019,200038,1.6,49382,11531,2043,1765,30% to less than 40%,50% to less than 60%
0400000US01,Alabama,null,3151,3151,null,Apparel knitting mills,31,315,4,2018,103714,3.3,28534,6594,1148,1065,Less than 10%,20% to less than 30%
0400000US01,Alabama,null,3151,3151,null,Apparel knitting mills,31,315,4,2019,117686,0,29432,6774,1185,1090,50% to less than 60%,80% to less than 90%
0400000US01,Alabama,null,3152,3152,null,Cut and sew apparel manufacturing,31,315,4,2018,0,0,0,0,750,0,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,3152,3152,null,Cut and sew apparel manufacturing,31,315,4,2019,0,0,0,0,750,0,Less than 10%,20% to less than 30%
0400000US01,Alabama,null,3159,3159,null,Apparel accessories and other apparel manufacturing,31,315,4,2018,0,0,0,0,10,0,Less than 10%,90% to 100%
0400000US01,Alabama,null,3159,3159,null,Apparel accessories and other apparel manufacturing,31,315,4,2019,0,0,0,0,10,0,Less than 10%,90% to 100%
0400000US01,Alabama,null,316,null,null,Leather and allied product manufacturing,31,316,3,2018,6574,0,1958,454,60,46,Less than 10%,90% to 100%
0400000US01,Alabama,null,316,null,null,Leather and allied product manufacturing,31,316,3,2019,7171,0,2645,661,61,48,Less than 10%,90% to 100%
0400000US01,Alabama,null,3169,3169,null,Other leather and allied product manufacturing,31,316,4,2018,6574,0,1958,454,60,46,Less than 10%,90% to 100%
0400000US01,Alabama,null,3169,3169,null,Other leather and allied product manufacturing,31,316,4,2019,7171,0,2645,661,61,48,Less than 10%,90% to 100%
0400000US01,Alabama,null,321,null,null,Wood product manufacturing,31,321,3,2018,4820314,0.7,674619,158080,15567,13107,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,321,null,null,Wood product manufacturing,31,321,3,2019,4381534,1,650068,152995,14093,11859,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3211,3211,null,Sawmills and wood preservation,31,321,4,2018,2072684,1.2,267374,62123,5227,4511,30% to less than 40%,30% to less than 40%
0400000US01,Alabama,null,3211,3211,null,Sawmills and wood preservation,31,321,4,2019,1936775,1.6,272559,65293,5246,4412,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3212,3212,null,"Veneer, plywood, and engineered wood product manufacturing",31,321,4,2018,877668,1.4,125451,29137,2570,2185,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3212,3212,null,"Veneer, plywood, and engineered wood product manufacturing",31,321,4,2019,841543,0.8,109270,25629,2111,1759,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3219,3219,null,Other wood product manufacturing,31,321,4,2018,1869962,1.2,281794,66821,7770,6411,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3219,3219,null,Other wood product manufacturing,31,321,4,2019,1603216,1.9,268239,62073,6737,5688,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,322,null,null,Paper manufacturing,31,322,3,2018,8680280,1.8,830605,225048,10526,8253,Less than 10%,Less than 10%
0400000US01,Alabama,null,322,null,null,Paper manufacturing,31,322,3,2019,8479758,4,874805,220864,10805,8244,Less than 10%,Less than 10%
0400000US01,Alabama,null,3221,3221,null,"Pulp, paper, and paperboard mills",31,322,4,2018,6703055,0,632199,160213,7163,5652,Less than 10%,Less than 10%
0400000US01,Alabama,null,3221,3221,null,"Pulp, paper, and paperboard mills",31,322,4,2019,6287440,0,683003,174339,7506,5697,Less than 10%,Less than 10%
0400000US01,Alabama,null,3222,3222,null,Converted paper product manufacturing,31,322,4,2018,1977225,8,198406,64835,3363,2601,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3222,3222,null,Converted paper product manufacturing,31,322,4,2019,2192318,15.5,191802,46525,3299,2547,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,323,null,null,Printing and related support activities,31,323,3,2018,263470,56.6,86925,20763,2310,1972,10% to less than 20%,40% to less than 50%
0400000US01,Alabama,null,323,null,null,Printing and related support activities,31,323,3,2019,417944,4.6,121879,28955,2784,2098,20% to less than 30%,60% to less than 70%
0400000US01,Alabama,null,3231,3231,null,Printing and related support activities,31,323,4,2018,263470,56.6,86925,20763,2310,1972,10% to less than 20%,40% to less than 50%
0400000US01,Alabama,null,3231,3231,null,Printing and related support activities,31,323,4,2019,417944,4.6,121879,28955,2784,2098,20% to less than 30%,60% to less than 70%
0400000US01,Alabama,null,324,null,null,Petroleum and coal products manufacturing,31,324,3,2018,6227008,0.4,163081,45087,2086,1449,20% to less than 30%,10% to less than 20%
0400000US01,Alabama,null,324,null,null,Petroleum and coal products manufacturing,31,324,3,2019,5566796,0.1,177554,50623,2162,1472,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3241,3241,null,Petroleum and coal products manufacturing,31,324,4,2018,6227008,0.4,163081,45087,2086,1449,20% to less than 30%,10% to less than 20%
0400000US01,Alabama,null,3241,3241,null,Petroleum and coal products manufacturing,31,324,4,2019,5566796,0.1,177554,50623,2162,1472,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,325,null,null,Chemical manufacturing,31,325,3,2018,12044801,0.1,975642,254942,13144,9105,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,325,null,null,Chemical manufacturing,31,325,3,2019,11291036,0.4,1012749,262446,13256,9122,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,3251,3251,null,Basic chemical manufacturing,31,325,4,2018,5302242,0.2,384962,98773,3933,2563,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3251,3251,null,Basic chemical manufacturing,31,325,4,2019,4720788,0.8,380238,99444,3616,2353,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3252,3252,null,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",31,325,4,2018,4371284,0.1,347446,95360,5342,3938,40% to less than 50%,30% to less than 40%
0400000US01,Alabama,null,3252,3252,null,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",31,325,4,2019,3951006,0.1,353755,90755,5215,3842,50% to less than 60%,50% to less than 60%
0400000US01,Alabama,null,3253,3253,null,"Pesticide, fertilizer, and other agricultural chemical manufacturing",31,325,4,2018,559060,1.1,51829,12875,796,501,50% to less than 60%,30% to less than 40%
0400000US01,Alabama,null,3253,3253,null,"Pesticide, fertilizer, and other agricultural chemical manufacturing",31,325,4,2019,778031,1.1,72702,19655,1027,676,50% to less than 60%,50% to less than 60%
0400000US01,Alabama,null,3254,3254,null,Pharmaceutical and medicine manufacturing,31,325,4,2018,425076,0,73202,17657,997,569,60% to less than 70%,30% to less than 40%
0400000US01,Alabama,null,3254,3254,null,Pharmaceutical and medicine manufacturing,31,325,4,2019,410324,0,75727,19812,1048,688,60% to less than 70%,70% to less than 80%
0400000US01,Alabama,null,3255,3255,null,"Paint, coating, and adhesive manufacturing",31,325,4,2018,694188,0.9,64579,17338,1019,704,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3255,3255,null,"Paint, coating, and adhesive manufacturing",31,325,4,2019,758331,1.9,73869,18802,1176,643,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3256,3256,null,"Soap, cleaning compound, and toilet preparation manufacturing",31,325,4,2018,109723,0,13904,3587,350,316,Less than 10%,60% to less than 70%
0400000US01,Alabama,null,3256,3256,null,"Soap, cleaning compound, and toilet preparation manufacturing",31,325,4,2019,120310,0,14235,3974,317,271,Less than 10%,50% to less than 60%
0400000US01,Alabama,null,3259,3259,null,Other chemical product and preparation manufacturing,31,325,4,2018,583228,0.1,39719,9353,707,514,20% to less than 30%,40% to less than 50%
0400000US01,Alabama,null,3259,3259,null,Other chemical product and preparation manufacturing,31,325,4,2019,552246,0,42223,10005,857,649,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,326,null,null,Plastics and rubber products manufacturing,31,326,3,2018,5732732,0.4,920373,230381,19177,15865,30% to less than 40%,30% to less than 40%
0400000US01,Alabama,null,326,null,null,Plastics and rubber products manufacturing,31,326,3,2019,5807266,0.6,984010,231180,19375,15812,20% to less than 30%,40% to less than 50%
0400000US01,Alabama,null,3261,3261,null,Plastics product manufacturing,31,326,4,2018,3790755,0.6,603568,151186,13131,10868,30% to less than 40%,50% to less than 60%
0400000US01,Alabama,null,3261,3261,null,Plastics product manufacturing,31,326,4,2019,3965127,0.9,645744,156792,13614,11024,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3262,3262,null,Rubber product manufacturing,31,326,4,2018,1941978,0.3,316805,79195,6046,4998,30% to less than 40%,10% to less than 20%
0400000US01,Alabama,null,3262,3262,null,Rubber product manufacturing,31,326,4,2019,1842139,0.3,338265,74388,5761,4787,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,327,null,null,Nonmetallic mineral product manufacturing,31,327,3,2018,2234121,1.4,359672,88326,7217,6022,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,327,null,null,Nonmetallic mineral product manufacturing,31,327,3,2019,2474960,6.7,420304,104216,7142,5831,30% to less than 40%,30% to less than 40%
0400000US01,Alabama,null,3271,3271,null,Clay product and refractory manufacturing,31,327,4,2018,254884,11.2,54187,14805,1095,892,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3271,3271,null,Clay product and refractory manufacturing,31,327,4,2019,241660,3.6,56076,14950,1010,802,50% to less than 60%,60% to less than 70%
0400000US01,Alabama,null,3272,3272,null,Glass and glass product manufacturing,31,327,4,2018,353298,0,54886,14404,1323,1085,60% to less than 70%,60% to less than 70%
0400000US01,Alabama,null,3272,3272,null,Glass and glass product manufacturing,31,327,4,2019,384310,0,63436,16626,1134,960,50% to less than 60%,Less than 10%
0400000US01,Alabama,null,3273,3273,null,Cement and concrete product manufacturing,31,327,4,2018,1051253,1,165260,39253,3360,2876,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3273,3273,null,Cement and concrete product manufacturing,31,327,4,2019,1331310,12.2,205237,49052,3522,2810,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,3274,3274,null,Lime and gypsum product manufacturing,31,327,4,2018,331757,0,37343,9026,436,405,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,3274,3274,null,Lime and gypsum product manufacturing,31,327,4,2019,303825,0,43013,11581,523,448,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3279,3279,null,Other nonmetallic mineral product manufacturing,31,327,4,2018,242929,0,47997,10838,1004,764,50% to less than 60%,80% to less than 90%
0400000US01,Alabama,null,3279,3279,null,Other nonmetallic mineral product manufacturing,31,327,4,2019,213855,13.8,52543,12007,953,811,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,331,null,null,Primary metal manufacturing,31,331,3,2018,18117347,0.1,1269588,313594,17894,13505,10% to less than 20%,10% to less than 20%
0400000US01,Alabama,null,331,null,null,Primary metal manufacturing,31,331,3,2019,16797730,0.2,1304547,321849,17839,13423,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3311,3311,null,Iron and steel mills and ferroalloy manufacturing,31,331,4,2018,10526962,0,548944,143244,5872,4303,Less than 10%,Less than 10%
0400000US01,Alabama,null,3311,3311,null,Iron and steel mills and ferroalloy manufacturing,31,331,4,2019,9476558,0,560863,139654,5831,4209,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3312,3312,null,Steel product manufacturing from purchased steel,31,331,4,2018,1426909,0.2,92434,23509,1434,1155,10% to less than 20%,10% to less than 20%
0400000US01,Alabama,null,3312,3312,null,Steel product manufacturing from purchased steel,31,331,4,2019,1451456,0,102462,24283,1598,1288,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3313,3313,null,Alumina and aluminum production and processing,31,331,4,2018,2040994,0,145197,33668,2328,1425,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3313,3313,null,Alumina and aluminum production and processing,31,331,4,2019,1883291,0,141622,35294,2116,1285,10% to less than 20%,10% to less than 20%
0400000US01,Alabama,null,3314,3314,null,Nonferrous metal (except aluminum) production and processing,31,331,4,2018,2102651,0,121286,29123,2628,2228,20% to less than 30%,20% to less than 30%
0400000US01,Alabama,null,3314,3314,null,Nonferrous metal (except aluminum) production and processing,31,331,4,2019,1967788,0,125409,31578,2623,2214,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3315,3315,null,Foundries,31,331,4,2018,2019830,0.3,361727,84050,5632,4394,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3315,3315,null,Foundries,31,331,4,2019,2018637,1.5,374191,91040,5671,4427,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,332,null,null,Fabricated metal product manufacturing,31,332,3,2018,6681786,0.7,1248044,305477,23715,17492,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,332,null,null,Fabricated metal product manufacturing,31,332,3,2019,6641285,1.5,1269991,320568,23985,18146,20% to less than 30%,40% to less than 50%
0400000US01,Alabama,null,3321,3321,null,Forging and stamping,31,332,4,2018,526593,1,84541,22493,1752,1436,30% to less than 40%,50% to less than 60%
0400000US01,Alabama,null,3321,3321,null,Forging and stamping,31,332,4,2019,463319,1.2,77906,20379,1683,1343,40% to less than 50%,60% to less than 70%
0400000US01,Alabama,null,3322,3322,null,Cutlery and handtool manufacturing,31,332,4,2018,35474,0,8531,2014,186,157,Less than 10%,40% to less than 50%
0400000US01,Alabama,null,3322,3322,null,Cutlery and handtool manufacturing,31,332,4,2019,41443,0,10469,2387,211,179,Less than 10%,40% to less than 50%
0400000US01,Alabama,null,3323,3323,null,Architectural and structural metals manufacturing,31,332,4,2018,2680676,1.5,475561,112139,9238,6635,10% to less than 20%,40% to less than 50%
0400000US01,Alabama,null,3323,3323,null,Architectural and structural metals manufacturing,31,332,4,2019,2752285,2.9,506544,120217,9760,7412,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3324,3324,null,"Boiler, tank, and shipping container manufacturing",31,332,4,2018,409168,0.8,61736,15532,1048,820,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3324,3324,null,"Boiler, tank, and shipping container manufacturing",31,332,4,2019,429896,2.4,64302,17871,1029,803,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3325,3325,null,Hardware manufacturing,31,332,4,2018,247308,0,26208,6710,695,521,30% to less than 40%,50% to less than 60%
0400000US01,Alabama,null,3325,3325,null,Hardware manufacturing,31,332,4,2019,249455,0,27424,6568,621,519,30% to less than 40%,60% to less than 70%
0400000US01,Alabama,null,3326,3326,null,Spring and wire product manufacturing,31,332,4,2018,203083,1.8,25392,6476,508,396,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3326,3326,null,Spring and wire product manufacturing,31,332,4,2019,180842,0,22321,5612,453,375,10% to less than 20%,10% to less than 20%
0400000US01,Alabama,null,3327,3327,null,"Machine shops; turned product; and screw, nut, and bolt manufacturing",31,332,4,2018,985806,1.5,276391,67988,5121,3541,10% to less than 20%,40% to less than 50%
0400000US01,Alabama,null,3327,3327,null,"Machine shops; turned product; and screw, nut, and bolt manufacturing",31,332,4,2019,989294,4.4,283630,69424,5089,3504,10% to less than 20%,40% to less than 50%
0400000US01,Alabama,null,3328,3328,null,"Coating, engraving, heat treating, and allied activities",31,332,4,2018,368231,2.9,63215,16769,1307,1079,Less than 10%,20% to less than 30%
0400000US01,Alabama,null,3328,3328,null,"Coating, engraving, heat treating, and allied activities",31,332,4,2019,383489,4.6,58038,15025,1156,966,20% to less than 30%,40% to less than 50%
0400000US01,Alabama,null,3329,3329,null,Other fabricated metal product manufacturing,31,332,4,2018,1225447,1.2,226468,55356,3860,2907,10% to less than 20%,20% to less than 30%
0400000US01,Alabama,null,3329,3329,null,Other fabricated metal product manufacturing,31,332,4,2019,1151262,2.2,219357,63084,3982,3044,50% to less than 60%,50% to less than 60%
0400000US01,Alabama,null,333,null,null,Machinery manufacturing,31,333,3,2018,3008517,1.4,521693,134465,9309,6430,30% to less than 40%,40% to less than 50%
0400000US01,Alabama,null,333,null,null,Machinery manufacturing,31,333,3,2019,3156370,2.3,564963,142019,9885,7012,40% to less than 50%,60% to less than 70%
0400000US01,Alabama,null,3331,3331,null,"Agriculture, construction, and mining machinery manufacturing",31,333,4,2018,258745,0,52239,13300,910,628,50% to less than 60%,80% to less than 90%
0400000US01,Alabama,null,3331,3331,null,"Agriculture, construction, and mining machinery manufacturing",31,333,4,2019,298572,3.2,51067,12908,988,594,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3332,3332,null,Industrial machinery manufacturing,31,333,4,2018,127413,16.3,34247,8302,521,348,Less than 10%,40% to less than 50%
0400000US01,Alabama,null,3332,3332,null,Industrial machinery manufacturing,31,333,4,2019,150033,0.9,33399,8160,533,371,50% to less than 60%,80% to less than 90%
0400000US01,Alabama,null,3333,3333,null,Commercial and service industry machinery manufacturing,31,333,4,2018,202738,12.9,41367,10865,606,381,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3333,3333,null,Commercial and service industry machinery manufacturing,31,333,4,2019,211699,0,37869,8984,570,381,30% to less than 40%,70% to less than 80%
0400000US01,Alabama,null,3334,3334,null,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",31,333,4,2018,475695,0.3,88271,24115,1896,1439,30% to less than 40%,30% to less than 40%
0400000US01,Alabama,null,3334,3334,null,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",31,333,4,2019,475981,4.3,84847,23631,1680,1293,30% to less than 40%,70% to less than 80%
0400000US01,Alabama,null,3335,3335,null,Metalworking machinery manufacturing,31,333,4,2018,163813,3.1,49059,11969,948,737,10% to less than 20%,30% to less than 40%
0400000US01,Alabama,null,3335,3335,null,Metalworking machinery manufacturing,31,333,4,2019,246462,27.5,97347,23689,1851,1675,60% to less than 70%,60% to less than 70%
0400000US01,Alabama,null,3336,3336,null,"Engine, turbine, and power transmission equipment manufacturing",31,333,4,2018,554807,0,52721,13925,977,736,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3336,3336,null,"Engine, turbine, and power transmission equipment manufacturing",31,333,4,2019,581457,0,51495,13086,931,710,40% to less than 50%,60% to less than 70%
0400000US01,Alabama,null,3339,3339,null,Other general purpose machinery manufacturing,31,333,4,2018,1225306,2.2,203788,51989,3450,2161,50% to less than 60%,60% to less than 70%
0400000US01,Alabama,null,3339,3339,null,Other general purpose machinery manufacturing,31,333,4,2019,1192167,1.1,208939,51560,3333,1988,50% to less than 60%,80% to less than 90%
0400000US01,Alabama,null,334,null,null,Computer and electronic product manufacturing,31,334,3,2018,2264409,0.7,506513,133266,7138,3225,20% to less than 30%,20% to less than 30%
0400000US01,Alabama,null,334,null,null,Computer and electronic product manufacturing,31,334,3,2019,2507829,0.7,565445,138799,7699,3201,50% to less than 60%,20% to less than 30%
0400000US01,Alabama,null,3341,3341,null,Computer and peripheral equipment manufacturing,31,334,4,2018,132531,0,35039,8979,474,166,40% to less than 50%,40% to less than 50%
0400000US01,Alabama,null,3341,3341,null,Computer and peripheral equipment manufacturing,31,334,4,2019,152196,0,40397,9891,496,174,20% to less than 30%,30% to less than 40%
0400000US01,Alabama,null,3342,3342,null,Communications equipment manufacturing,31,334,4,2018,0,0,0,0,1500,0,Less than 10%,Less than 10%
0400000US01,Alabama,null,3342,3342,null,Communications equipment manufacturing,31,334,4,2019,0,0,0,0,1500,0,90% to 100%,Less than 10%
0400000US01,Alabama,null,3343,3343,null,Audio and video equipment manufacturing,31,334,4,2018,0,0,0,0,150,0,Less than 10%,90% to 100%
0400000US01,Alabama,null,3343,3343,null,Audio and video equipment manufacturing,31,334,4,2019,0,0,0,0,150,0,Less than 10%,Less than 10%
0400000US01,Alabama,null,3344,3344,null,Semiconductor and other electronic component manufacturing,31,334,4,2018,473185,3.1,63015,18707,1254,839,Less than 10%,10% to less than 20%
0400000US01,Alabama,null,3344,3344,null,Semiconductor and other electronic component manufacturing,31,334,4,2019,525660,0.8,95047,22087,1814,941,Less than 10%,70% to less than 80%
0400000US01,Alabama,null,3345,3345,null,"Navigational, measuring, electromedical, and control instruments manufacturing",31,334,4,2018,989644,0,230825,59864,2922,1333,50% to less than 60%,50% to less than 60%
0400000US01,Alabama,null,3345,3345,null,"Navigational, measuring, electromedical, and control instruments manufacturing",31,334,4,2019,1159272,1.4,246761,66025,2849,1195,40% to less than 50%,Less than 10%
