area_code,area_name,period_date,year,value
0100,Northeast,2010-09-01,2010,232.84
0100,Northeast,2010-10-01,2010,233.28
0100,Northeast,2010-11-01,2010,233.11
0100,Northeast,2010-12-01,2010,233.51
0100,Northeast,2011-01-01,2011,234.19
0100,Northeast,2011-02-01,2011,234.88
0100,Northeast,2011-03-01,2011,235.10
0100,Northeast,2011-04-01,2011,235.80
0100,Northeast,2011-05-01,2011,236.27
0100,Northeast,2011-06-01,2011,237.19
0100,Northeast,2011-07-01,2011,238.01
0100,Northeast,2011-08-01,2011,239.05
0100,Northeast,2011-09-01,2011,239.57
0100,Northeast,2011-10-01,2011,240.27
0100,Northeast,2011-11-01,2011,239.73
0100,Northeast,2011-12-01,2011,240.04
0100,Northeast,2012-01-01,2012,241.70
0100,Northeast,2012-02-01,2012,241.69
0100,Northeast,2012-03-01,2012,241.99
0100,Northeast,2012-04-01,2012,242.30
0100,Northeast,2012-05-01,2012,243.23
0100,Northeast,2012-06-01,2012,243.91
0100,Northeast,2012-07-01,2012,244.45
0100,Northeast,2012-08-01,2012,244.96
0100,Northeast,2012-09-01,2012,245.31
0100,Northeast,2012-10-01,2012,245.70
0100,Northeast,2012-11-01,2012,245.85
0100,Northeast,2012-12-01,2012,245.50
0100,Northeast,2013-01-01,2013,245.90
0100,Northeast,2013-02-01,2013,246.04
0100,Northeast,2013-03-01,2013,246.42
0100,Northeast,2013-04-01,2013,247.49
0100,Northeast,2013-05-01,2013,247.60
0100,Northeast,2013-06-01,2013,248.01
0100,Northeast,2013-07-01,2013,248.46
0100,Northeast,2013-08-01,2013,249.06
0100,Northeast,2013-09-01,2013,248.70
0100,Northeast,2013-10-01,2013,248.72
0100,Northeast,2013-11-01,2013,249.61
0100,Northeast,2013-12-01,2013,249.88
0100,Northeast,2014-01-01,2014,250.44
0100,Northeast,2014-02-01,2014,251.19
0100,Northeast,2014-03-01,2014,251.41
0100,Northeast,2014-04-01,2014,251.64
0100,Northeast,2014-05-01,2014,251.76
0100,Northeast,2014-06-01,2014,252.42
0100,Northeast,2014-07-01,2014,254.22
0100,Northeast,2014-08-01,2014,254.57
0100,Northeast,2014-09-01,2014,255.35
0100,Northeast,2014-10-01,2014,255.93
0100,Northeast,2014-11-01,2014,256.15
0100,Northeast,2014-12-01,2014,256.35
0100,Northeast,2015-01-01,2015,256.80
0100,Northeast,2015-02-01,2015,257.06
0100,Northeast,2015-03-01,2015,257.29
0100,Northeast,2015-04-01,2015,257.49
0100,Northeast,2015-05-01,2015,258.48
0100,Northeast,2015-06-01,2015,259.21
0100,Northeast,2015-07-01,2015,260.06
0100,Northeast,2015-08-01,2015,259.93
0100,Northeast,2015-09-01,2015,260.99
0100,Northeast,2015-10-01,2015,261.20
0100,Northeast,2015-11-01,2015,261.72
0100,Northeast,2015-12-01,2015,261.92
0100,Northeast,2016-01-01,2016,263.27
0100,Northeast,2016-02-01,2016,263.55
0100,Northeast,2016-03-01,2016,264.31
0100,Northeast,2016-04-01,2016,265.00
0100,Northeast,2016-05-01,2016,265.32
0100,Northeast,2016-06-01,2016,266.06
0100,Northeast,2016-07-01,2016,266.93
0100,Northeast,2016-08-01,2016,267.15
0100,Northeast,2016-09-01,2016,267.88
0100,Northeast,2016-10-01,2016,268.28
0100,Northeast,2016-11-01,2016,268.66
0100,Northeast,2016-12-01,2016,268.58
0100,Northeast,2017-01-01,2017,269.41
0100,Northeast,2017-02-01,2017,269.79
0100,Northeast,2017-03-01,2017,270.81
0100,Northeast,2017-04-01,2017,271.24
0100,Northeast,2017-05-01,2017,271.60
0100,Northeast,2017-06-01,2017,272.13
0100,Northeast,2017-07-01,2017,272.85
0100,Northeast,2017-08-01,2017,273.33
0100,Northeast,2017-09-01,2017,273.88
0100,Northeast,2017-10-01,2017,274.50
0100,Northeast,2017-11-01,2017,275.00
0100,Northeast,2017-12-01,2017,275.64
0100,Northeast,2018-01-01,2018,276.72
0100,Northeast,2018-02-01,2018,277.26
0100,Northeast,2018-03-01,2018,276.76
0100,Northeast,2018-04-01,2018,278.33
0100,Northeast,2018-05-01,2018,280.02
0100,Northeast,2018-06-01,2018,280.30
0100,Northeast,2018-07-01,2018,280.68
0100,Northeast,2018-08-01,2018,281.39
0100,Northeast,2018-09-01,2018,281.68
0100,Northeast,2018-10-01,2018,281.95
0100,Northeast,2018-11-01,2018,282.24
0100,Northeast,2018-12-01,2018,283.18
0100,Northeast,2019-01-01,2019,283.87
0100,Northeast,2019-02-01,2019,284.39
0100,Northeast,2019-03-01,2019,285.10
0100,Northeast,2019-04-01,2019,286.05
0100,Northeast,2019-05-01,2019,286.69
0100,Northeast,2019-06-01,2019,288.22
0100,Northeast,2019-07-01,2019,288.75
0100,Northeast,2019-08-01,2019,289.74
0100,Northeast,2019-09-01,2019,290.42
0100,Northeast,2019-10-01,2019,290.71
0100,Northeast,2019-11-01,2019,290.79
0100,Northeast,2019-12-01,2019,292.11
0100,Northeast,2020-01-01,2020,293.05
0100,Northeast,2020-02-01,2020,293.69
0100,Northeast,2020-03-01,2020,294.22
0100,Northeast,2020-04-01,2020,296.49
0100,Northeast,2020-05-01,2020,298.07
0100,Northeast,2020-06-01,2020,299.26
0100,Northeast,2020-07-01,2020,299.24
0100,Northeast,2020-08-01,2020,299.67
0100,Northeast,2020-09-01,2020,300.24
0100,Northeast,2020-10-01,2020,301.68
0100,Northeast,2020-11-01,2020,301.71
0100,Northeast,2020-12-01,2020,304.57
0100,Northeast,2021-01-01,2021,305.72
0100,Northeast,2021-02-01,2021,304.42
0100,Northeast,2021-03-01,2021,307.32
0100,Northeast,2021-04-01,2021,308.75
0100,Northeast,2021-05-01,2021,308.77
0100,Northeast,2021-06-01,2021,309.39
0100,Northeast,2021-07-01,2021,311.46
0200,Midwest,1997-01-01,1997,153.10
0200,Midwest,1997-02-01,1997,153.20
0200,Midwest,1997-03-01,1997,153.50
0200,Midwest,1997-04-01,1997,153.70
0200,Midwest,1997-05-01,1997,153.60
0200,Midwest,1997-06-01,1997,154.00
0200,Midwest,1997-07-01,1997,154.40
0200,Midwest,1997-08-01,1997,154.80
0200,Midwest,1997-09-01,1997,155.50
0200,Midwest,1997-10-01,1997,155.80
0200,Midwest,1997-11-01,1997,156.40
0200,Midwest,1997-12-01,1997,156.70
0200,Midwest,1998-01-01,1998,157.20
0200,Midwest,1998-02-01,1998,157.60
0200,Midwest,1998-03-01,1998,157.70
0200,Midwest,1998-04-01,1998,157.70
0200,Midwest,1998-05-01,1998,157.90
0200,Midwest,1998-06-01,1998,158.20
0200,Midwest,1998-07-01,1998,158.40
0200,Midwest,1998-08-01,1998,158.70
0200,Midwest,1998-09-01,1998,159.30
0200,Midwest,1998-10-01,1998,159.70
0200,Midwest,1998-11-01,1998,160.10
0200,Midwest,1998-12-01,1998,160.70
0200,Midwest,1999-01-01,1999,161.10
0200,Midwest,1999-02-01,1999,161.70
0200,Midwest,1999-03-01,1999,161.80
0200,Midwest,1999-04-01,1999,161.70
0200,Midwest,1999-05-01,1999,161.80
0200,Midwest,1999-06-01,1999,162.10
0200,Midwest,1999-07-01,1999,162.60
0200,Midwest,1999-08-01,1999,162.90
0200,Midwest,1999-09-01,1999,163.20
0200,Midwest,1999-10-01,1999,163.60
0200,Midwest,1999-11-01,1999,164.20
0200,Midwest,1999-12-01,1999,164.70
0200,Midwest,2000-01-01,2000,165.10
0200,Midwest,2000-02-01,2000,165.60
0200,Midwest,2000-03-01,2000,165.80
0200,Midwest,2000-04-01,2000,166.30
0200,Midwest,2000-05-01,2000,166.40
0200,Midwest,2000-06-01,2000,166.80
0200,Midwest,2000-07-01,2000,167.50
0200,Midwest,2000-08-01,2000,167.60
0200,Midwest,2000-09-01,2000,168.30
0200,Midwest,2000-10-01,2000,168.80
0200,Midwest,2000-11-01,2000,169.10
0200,Midwest,2000-12-01,2000,169.30
0200,Midwest,2001-01-01,2001,169.80
0200,Midwest,2001-02-01,2001,170.40
0200,Midwest,2001-03-01,2001,170.80
0200,Midwest,2001-04-01,2001,171.00
0200,Midwest,2001-05-01,2001,171.50
0200,Midwest,2001-06-01,2001,171.70
0200,Midwest,2001-07-01,2001,172.00
0200,Midwest,2001-08-01,2001,172.70
0200,Midwest,2001-09-01,2001,172.60
0200,Midwest,2001-10-01,2001,173.20
0200,Midwest,2001-11-01,2001,173.80
0200,Midwest,2001-12-01,2001,174.00
0200,Midwest,2002-01-01,2002,174.20
0200,Midwest,2002-02-01,2002,174.50
0200,Midwest,2002-03-01,2002,174.60
0200,Midwest,2002-04-01,2002,174.80
0200,Midwest,2002-05-01,2002,174.90
0200,Midwest,2002-06-01,2002,175.60
0200,Midwest,2002-07-01,2002,175.90
0200,Midwest,2002-08-01,2002,176.40
0200,Midwest,2002-09-01,2002,176.70
0200,Midwest,2002-10-01,2002,176.80
0200,Midwest,2002-11-01,2002,177.10
0200,Midwest,2002-12-01,2002,177.20
0200,Midwest,2003-01-01,2003,177.00
0200,Midwest,2003-02-01,2003,177.40
0200,Midwest,2003-03-01,2003,178.30
0200,Midwest,2003-04-01,2003,178.50
0200,Midwest,2003-05-01,2003,178.70
0200,Midwest,2003-06-01,2003,178.90
0200,Midwest,2003-07-01,2003,179.30
0200,Midwest,2003-08-01,2003,179.60
0200,Midwest,2003-09-01,2003,179.70
0200,Midwest,2003-10-01,2003,180.60
0200,Midwest,2003-11-01,2003,181.20
0200,Midwest,2003-12-01,2003,181.60
0200,Midwest,2004-01-01,2004,182.40
0200,Midwest,2004-02-01,2004,182.90
0200,Midwest,2004-03-01,2004,183.00
0200,Midwest,2004-04-01,2004,183.10
0200,Midwest,2004-05-01,2004,183.70
0200,Midwest,2004-06-01,2004,183.70
0200,Midwest,2004-07-01,2004,184.50
0200,Midwest,2004-08-01,2004,185.00
0200,Midwest,2004-09-01,2004,185.70
0200,Midwest,2004-10-01,2004,186.40
0200,Midwest,2004-11-01,2004,186.60
0200,Midwest,2004-12-01,2004,187.00
0200,Midwest,2005-01-01,2005,188.40
0200,Midwest,2005-02-01,2005,189.10
0200,Midwest,2005-03-01,2005,189.40
0200,Midwest,2005-04-01,2005,189.60
0200,Midwest,2005-05-01,2005,190.10
0200,Midwest,2005-06-01,2005,190.80
0200,Midwest,2005-07-01,2005,191.10
0200,Midwest,2005-08-01,2005,191.40
0200,Midwest,2005-09-01,2005,191.90
0200,Midwest,2005-10-01,2005,192.30
0200,Midwest,2005-11-01,2005,192.80
0200,Midwest,2005-12-01,2005,193.10
0200,Midwest,2006-01-01,2006,193.50
0200,Midwest,2006-02-01,2006,194.00
0200,Midwest,2006-03-01,2006,194.10
0200,Midwest,2006-04-01,2006,194.50
0200,Midwest,2006-05-01,2006,195.10
0200,Midwest,2006-06-01,2006,195.40
0200,Midwest,2006-07-01,2006,196.10
0200,Midwest,2006-08-01,2006,196.80
0200,Midwest,2006-09-01,2006,197.40
0200,Midwest,2006-10-01,2006,197.80
0200,Midwest,2006-11-01,2006,198.40
0200,Midwest,2006-12-01,2006,199.00
0200,Midwest,2007-01-01,2007,199.71
0200,Midwest,2007-02-01,2007,200.45
0200,Midwest,2007-03-01,2007,200.49
0200,Midwest,2007-04-01,2007,200.71
0200,Midwest,2007-05-01,2007,201.24
0200,Midwest,2007-06-01,2007,201.97
0200,Midwest,2007-07-01,2007,202.56
0200,Midwest,2007-08-01,2007,203.22
0200,Midwest,2007-09-01,2007,204.85
0200,Midwest,2007-10-01,2007,205.20
0200,Midwest,2007-11-01,2007,205.94
0200,Midwest,2007-12-01,2007,206.66
0200,Midwest,2008-01-01,2008,207.21
0200,Midwest,2008-02-01,2008,207.55
0200,Midwest,2008-03-01,2008,208.40
0200,Midwest,2008-04-01,2008,209.50
0200,Midwest,2008-05-01,2008,210.47
0200,Midwest,2008-06-01,2008,211.45
0200,Midwest,2008-07-01,2008,213.25
0200,Midwest,2008-08-01,2008,214.36
0200,Midwest,2008-09-01,2008,215.19
0200,Midwest,2008-10-01,2008,216.21
0200,Midwest,2008-11-01,2008,217.07
0200,Midwest,2008-12-01,2008,217.66
0200,Midwest,2009-01-01,2009,218.58
0200,Midwest,2009-02-01,2009,219.18
0200,Midwest,2009-03-01,2009,219.47
0200,Midwest,2009-04-01,2009,219.91
0200,Midwest,2009-05-01,2009,219.71
0200,Midwest,2009-06-01,2009,220.20
0200,Midwest,2009-07-01,2009,220.41
0200,Midwest,2009-08-01,2009,220.78
0200,Midwest,2009-09-01,2009,220.79
0200,Midwest,2009-10-01,2009,220.83
0200,Midwest,2009-11-01,2009,221.71
0200,Midwest,2009-12-01,2009,221.88
0200,Midwest,2010-01-01,2010,221.39
0200,Midwest,2010-02-01,2010,221.50
0200,Midwest,2010-03-01,2010,221.37
0200,Midwest,2010-04-01,2010,221.53
0200,Midwest,2010-05-01,2010,221.77
0200,Midwest,2010-06-01,2010,221.88
0200,Midwest,2010-07-01,2010,222.28
0200,Midwest,2010-08-01,2010,224.01
0200,Midwest,2010-09-01,2010,223.98
0200,Midwest,2010-10-01,2010,223.76
0200,Midwest,2010-11-01,2010,224.22
0200,Midwest,2010-12-01,2010,224.81
0200,Midwest,2011-01-01,2011,225.32
0200,Midwest,2011-02-01,2011,225.32
0200,Midwest,2011-03-01,2011,226.07
0200,Midwest,2011-04-01,2011,226.91
0200,Midwest,2011-05-01,2011,226.97
0200,Midwest,2011-06-01,2011,227.57
0200,Midwest,2011-07-01,2011,228.17
0200,Midwest,2011-08-01,2011,230.18
0200,Midwest,2011-09-01,2011,231.05
0200,Midwest,2011-10-01,2011,230.25
0200,Midwest,2011-11-01,2011,230.72
0200,Midwest,2011-12-01,2011,231.31
0200,Midwest,2012-01-01,2012,231.75
0200,Midwest,2012-02-01,2012,231.94
0200,Midwest,2012-03-01,2012,232.72
0200,Midwest,2012-04-01,2012,233.63
0200,Midwest,2012-05-01,2012,234.18
0200,Midwest,2012-06-01,2012,233.74
0200,Midwest,2012-07-01,2012,234.81
0200,Midwest,2012-08-01,2012,236.49
0200,Midwest,2012-09-01,2012,237.03
0200,Midwest,2012-10-01,2012,237.25
0200,Midwest,2012-11-01,2012,237.61
0200,Midwest,2012-12-01,2012,238.38
0200,Midwest,2013-01-01,2013,238.78
0200,Midwest,2013-02-01,2013,239.06
0200,Midwest,2013-03-01,2013,239.43
0200,Midwest,2013-04-01,2013,239.42
0200,Midwest,2013-05-01,2013,239.86
0200,Midwest,2013-06-01,2013,240.40
0200,Midwest,2013-07-01,2013,240.81
0200,Midwest,2013-08-01,2013,241.00
0200,Midwest,2013-09-01,2013,241.49
0200,Midwest,2013-10-01,2013,241.97
0200,Midwest,2013-11-01,2013,242.57
0200,Midwest,2013-12-01,2013,242.77
0200,Midwest,2014-01-01,2014,242.68
0200,Midwest,2014-02-01,2014,244.51
0200,Midwest,2014-03-01,2014,245.20
0200,Midwest,2014-04-01,2014,246.08
0200,Midwest,2014-05-01,2014,246.58
0200,Midwest,2014-06-01,2014,246.62
0200,Midwest,2014-07-01,2014,246.89
0200,Midwest,2014-08-01,2014,247.46
0200,Midwest,2014-09-01,2014,249.03
0200,Midwest,2014-10-01,2014,249.77
0200,Midwest,2014-11-01,2014,250.92
0200,Midwest,2014-12-01,2014,251.64
0200,Midwest,2015-01-01,2015,252.04
0200,Midwest,2015-02-01,2015,252.48
0200,Midwest,2015-03-01,2015,252.84
0200,Midwest,2015-04-01,2015,253.89
0200,Midwest,2015-05-01,2015,254.14
0200,Midwest,2015-06-01,2015,254.63
0200,Midwest,2015-07-01,2015,254.81
0200,Midwest,2015-08-01,2015,255.56
0200,Midwest,2015-09-01,2015,256.47
0200,Midwest,2015-10-01,2015,256.75
0200,Midwest,2015-11-01,2015,257.15
0200,Midwest,2015-12-01,2015,257.28
0200,Midwest,2016-01-01,2016,257.96
0200,Midwest,2016-02-01,2016,258.21
0200,Midwest,2016-03-01,2016,259.09
0200,Midwest,2016-04-01,2016,260.30
0200,Midwest,2016-05-01,2016,261.47
0200,Midwest,2016-06-01,2016,261.59
0200,Midwest,2016-07-01,2016,261.76
0200,Midwest,2016-08-01,2016,262.30
0200,Midwest,2016-09-01,2016,262.83
0200,Midwest,2016-10-01,2016,263.39
0200,Midwest,2016-11-01,2016,263.58
0200,Midwest,2016-12-01,2016,263.77
0200,Midwest,2017-01-01,2017,263.64
0200,Midwest,2017-02-01,2017,264.28
0200,Midwest,2017-03-01,2017,264.55
0200,Midwest,2017-04-01,2017,264.94
0200,Midwest,2017-05-01,2017,265.05
0200,Midwest,2017-06-01,2017,263.86
0200,Midwest,2017-07-01,2017,264.23
0200,Midwest,2017-08-01,2017,266.22
0200,Midwest,2017-09-01,2017,266.91
0200,Midwest,2017-10-01,2017,267.85
0200,Midwest,2017-11-01,2017,268.29
0200,Midwest,2017-12-01,2017,268.85
0200,Midwest,2018-01-01,2018,269.50
0200,Midwest,2018-02-01,2018,269.94
0200,Midwest,2018-03-01,2018,270.38
0200,Midwest,2018-04-01,2018,270.54
0200,Midwest,2018-05-01,2018,271.54
0200,Midwest,2018-06-01,2018,272.07
0200,Midwest,2018-07-01,2018,272.41
0200,Midwest,2018-08-01,2018,272.00
0200,Midwest,2018-09-01,2018,272.85
0200,Midwest,2018-10-01,2018,273.64
0200,Midwest,2018-11-01,2018,274.60
0200,Midwest,2018-12-01,2018,275.44
0200,Midwest,2019-01-01,2019,276.13
0200,Midwest,2019-02-01,2019,276.59
0200,Midwest,2019-03-01,2019,276.76
0200,Midwest,2019-04-01,2019,277.18
0200,Midwest,2019-05-01,2019,278.43
0200,Midwest,2019-06-01,2019,279.50
0200,Midwest,2019-07-01,2019,280.05
0200,Midwest,2019-08-01,2019,280.22
0200,Midwest,2019-09-01,2019,280.65
0200,Midwest,2019-10-01,2019,281.45
0200,Midwest,2019-11-01,2019,282.15
0200,Midwest,2019-12-01,2019,283.03
0200,Midwest,2020-01-01,2020,283.26
0200,Midwest,2020-02-01,2020,283.35
0200,Midwest,2020-03-01,2020,283.71
0200,Midwest,2020-04-01,2020,281.72
0200,Midwest,2020-05-01,2020,282.36
0200,Midwest,2020-06-01,2020,284.52
0200,Midwest,2020-07-01,2020,286.52
0200,Midwest,2020-08-01,2020,287.27
0200,Midwest,2020-09-01,2020,291.00
0200,Midwest,2020-10-01,2020,291.59
0200,Midwest,2020-11-01,2020,290.91
0200,Midwest,2020-12-01,2020,291.30
0200,Midwest,2021-01-01,2021,292.11
0200,Midwest,2021-02-01,2021,292.20
0200,Midwest,2021-03-01,2021,292.37
0200,Midwest,2021-04-01,2021,293.12
0200,Midwest,2021-05-01,2021,296.91
0200,Midwest,2021-06-01,2021,300.10
0200,Midwest,2021-07-01,2021,301.86
0300,South,1997-01-01,1997,157.90
0300,South,1997-02-01,1997,158.10
0300,South,1997-03-01,1997,158.50
0300,South,1997-04-01,1997,158.70
0300,South,1997-05-01,1997,158.80
0300,South,1997-06-01,1997,159.10
0300,South,1997-07-01,1997,159.60
0300,South,1997-08-01,1997,159.90
0300,South,1997-09-01,1997,160.00
0300,South,1997-10-01,1997,160.40
0300,South,1997-11-01,1997,160.70
0300,South,1997-12-01,1997,161.50
0300,South,1998-01-01,1998,161.80
0300,South,1998-02-01,1998,162.10
0300,South,1998-03-01,1998,162.30
0300,South,1998-04-01,1998,162.60
0300,South,1998-05-01,1998,162.90
0300,South,1998-06-01,1998,163.30
0300,South,1998-07-01,1998,163.70
0300,South,1998-08-01,1998,164.10
0300,South,1998-09-01,1998,164.60
0300,South,1998-10-01,1998,164.90
0300,South,1998-11-01,1998,165.10
0300,South,1998-12-01,1998,165.40
0300,South,1999-01-01,1999,166.00
0300,South,1999-02-01,1999,166.30
0300,South,1999-03-01,1999,166.80
0300,South,1999-04-01,1999,167.00
0300,South,1999-05-01,1999,167.20
0300,South,1999-06-01,1999,166.50
0300,South,1999-07-01,1999,167.20
0300,South,1999-08-01,1999,168.30
0300,South,1999-09-01,1999,168.30
0300,South,1999-10-01,1999,168.80
0300,South,1999-11-01,1999,169.00
0300,South,1999-12-01,1999,169.20
0300,South,2000-01-01,2000,169.60
0300,South,2000-02-01,2000,170.00
0300,South,2000-03-01,2000,170.60
0300,South,2000-04-01,2000,170.30
0300,South,2000-05-01,2000,170.50
0300,South,2000-06-01,2000,170.90
0300,South,2000-07-01,2000,171.60
0300,South,2000-08-01,2000,172.00
0300,South,2000-09-01,2000,172.10
0300,South,2000-10-01,2000,172.60
0300,South,2000-11-01,2000,172.80
0300,South,2000-12-01,2000,173.20
0300,South,2001-01-01,2001,173.60
0300,South,2001-02-01,2001,174.00
0300,South,2001-03-01,2001,174.50
0300,South,2001-04-01,2001,174.70
